phenotype,genetic_variance,residual_variance,total_variance,heritability
Control,3.0614475360859017,9.484890977771958,12.54633851385786,0.24401123345304515
Drought,2.5115199489466744,6.36705927530842,8.878579224255095,0.2828740821600754
