phenotype,genetic_variance,residual_variance,total_variance,heritability
shoot_w_Control,0.40890830493100766,1.1482951956421314,1.557203500573139,0.26259143700903975
shoot_w_Drought,0.015468010245881913,0.1226233407900641,0.138091351035946,0.11201288226845936
root_w_Control,0.013196774576498546,0.05406136721536415,0.0672581417918627,0.19621081143361552
root_w_Drought,0.0010230311513027988,0.011407084964974773,0.012430116116277572,0.082302622254921
