Genotype,W2_Control,W2_Drought,W3_Control,W3_Drought,W4_Control,W4_Drought,W5_Control,W5_Drought,cum_W2_Control,cum_W2_Drought,cum_W3_Control,cum_W3_Drought,cum_W4_Control,cum_W4_Drought,cum_W5_Control,cum_W5_Drought
DG_F3_004,-0.002247901425949753,-8.784076685972954e-11,-0.04567744491502289,-0.15546230108671624,-0.25324681784949354,-0.2852264568055187,-0.4336303985500388,-0.46277647802041216,-0.002247901425949753,-8.784076685972954e-11,-0.07313066990652324,-0.1790187771677466,-0.5403319856929385,-0.6834726735859865,-1.229239988206539,-1.5668003775724257
DG_F3_007,-0.002247901425949753,-8.784076685972954e-11,-0.16846488545118088,-0.15546230108671624,-0.25324681784949354,-0.007091159926666197,0.21667647425085063,-0.22783104556700384,-0.002247901425949753,-8.784076685972954e-11,-0.19978535406918715,-0.1790187771677466,-0.6952974185886412,-0.2498949579180026,-0.40932214793397975,-0.6634811573435039
DG_F3_008,0.020257266749402862,-8.784076685972954e-11,-0.2912523259873389,-0.26065285616368805,0.0086764979583667,-0.37793822243180286,0.3250609530509988,-0.11035832934029964,0.020257266749402862,-8.784076685972954e-11,-0.07313066990652324,-0.2879593427030899,-0.07543568700583021,-0.9725244840313092,0.41059569233857945,-1.3861365335266418
DG_F3_009,-0.002247901425949753,-8.784076685972954e-11,-0.04567744491502289,-0.15546230108671624,-0.3405545897854469,-0.09980292555295038,-9.248334944582739e-5,-0.34530376179370803,-0.002247901425949753,-8.784076685972954e-11,-0.07313066990652324,-0.1790187771677466,-0.6952974185886412,-0.39442086314066394,-0.7372892840430033,-1.0248088454350728
DG_F3_011,-0.002247901425949753,-8.784076685972954e-11,-0.16846488545118088,-0.15546230108671624,-0.07863127397758668,0.08562060569961803,0.3250609530509988,-0.22783104556700384,-0.002247901425949753,-8.784076685972954e-11,-0.19978535406918715,-0.1790187771677466,-0.3853665527972358,-0.10536905269534132,0.08262855622955627,-0.4828173132977197
DG_F3_013,-0.002247901425949753,-8.784076685972954e-11,-0.16846488545118088,-0.05027174600974435,-0.16593904591354014,-0.09980292555295038,-0.10847696214959421,0.12458710311310858,-0.002247901425949753,-8.784076685972954e-11,-0.19978535406918715,-0.07007821163240331,-0.5403319856929385,-0.2498949579180026,-0.7372892840430033,-0.12148962520615095
DG_F3_015,-0.002247901425949753,-8.784076685972954e-11,-0.04567744491502289,0.1601093641441994,0.3579075857021803,0.27104413695218627,1.1921367834521845,0.4770052517932212,-0.002247901425949753,-8.784076685972954e-11,-0.07313066990652324,0.14780291943828328,0.5444260445769808,0.6172604734179652,2.378398508992723,1.5044849712059085
DG_F3_017,-0.002247901425949753,-8.784076685972954e-11,0.3226848766934512,-0.05027174600974435,0.09598426989432016,1.105450027588744,0.3250609530509987,0.4770052517932212,-0.002247901425949753,-8.784076685972954e-11,0.30683338258146853,-0.07007821163240331,0.5444260445769808,1.6289418099765942,1.0665299645566277,2.769131879526399
DG_F3_019,-0.002247901425949753,-8.784076685972954e-11,-0.04567744491502289,0.05491880906722755,-0.25324681784949354,-0.19251469117923456,0.3250609530509988,0.5944779680199254,-0.002247901425949753,-8.784076685972954e-11,-0.07313066990652324,0.03886235390293999,-0.5403319856929385,-0.2498949579180026,-0.08135501182495573,0.6011657509769862
DG_F3_020,0.009004682661726555,4.4928353063026813e-10,-0.16846488545118088,-0.05027174600974435,0.44521535763813375,0.641891199457323,0.7585988682515917,0.24205981933981285,0.009004682661726555,4.4928353063026813e-10,-0.07313066990652324,0.03886235390293999,0.6993914774726838,1.050838189085949,1.886447804829187,1.6851488152516931
DG_F3_022,-0.002247901425949753,-8.784076685972954e-11,0.07710999562113512,-0.15546230108671624,0.09598426989432009,0.17833237132590213,0.3250609530509988,0.12458710311310858,-0.002247901425949753,-8.784076685972954e-11,0.05352401425614066,-0.1790187771677466,0.23449517878557524,0.039156852527320006,0.7385628284476036,0.2398380628854178
DG_F3_024,-0.002247901425949753,-8.784076685972954e-11,-0.04567744491502289,-0.05027174600974435,-0.07863127397758668,0.17833237132590213,0.21667647425085063,0.007114386886404471,-0.002247901425949753,-8.784076685972954e-11,-0.07313066990652324,-0.07007821163240331,-0.23040111990153303,0.18368275774998133,0.0826285562295559,0.2398380628854178
DG_F3_028,-0.002247901425949753,-8.784076685972954e-11,0.19989743615729313,0.3704904742981432,0.6198309015100406,0.27104413695218627,1.4089057410524812,0.24205981933981285,-0.002247901425949753,-8.784076685972954e-11,0.18017869841880457,0.3656840505089699,1.3192532090554943,0.9063122838632879,3.526283485374306,1.5044849712059092
DG_F3_032,-0.002247901425949753,4.4928353063026813e-10,0.19989743615729313,0.05491880906722755,0.09598426989432009,-0.007091159926666197,1.3005212622523328,0.8294234004733338,-0.002247901425949753,4.4928353063026813e-10,0.18017869841880457,0.14780291943828328,0.3894606116812781,0.18368275774998133,2.378398508992723,1.5044849712059079
DG_F3_033,-0.002247901425949753,-8.784076685972954e-11,-0.2912523259873389,0.1601093641441994,-0.3405545897854469,-0.19251469117923456,-0.542014877350187,-0.46277647802041216,-0.002247901425949753,-8.784076685972954e-11,-0.3264400382318511,0.14780291943828328,-1.0052282843800466,-0.10536905269534132,-1.8851742604245865,-0.8441450013892885
DG_F3_038,-0.002247901425949753,4.4928353063026813e-10,0.5682597577657672,0.1601093641441994,0.1832920418302735,-0.007091159926666197,0.3250609530509988,0.35953253556651693,-0.002247901425949753,4.4928353063026813e-10,0.5601427509067963,0.2567434849736266,1.009322343264089,0.3282086629726426,1.558480668720164,0.9624934390685554
DG_F3_040,-0.002247901425949753,4.4928353063026813e-10,0.5682597577657672,0.580871584452087,0.4452153576381336,0.36375590257847057,0.9753678258518881,0.5944779680199254,-0.002247901425949753,4.4928353063026813e-10,0.5601427509067963,0.6925057471149999,1.4742186419511976,1.4844159047539331,3.0343327812107694,2.769131879526399
DG_F3_042,-0.002247901425949753,-8.784076685972954e-11,0.07710999562113512,0.1601093641441994,0.0086764979583667,0.36375590257847057,0.7585988682515917,0.35953253556651693,-0.002247901425949753,-8.784076685972954e-11,0.05352401425614066,0.14780291943828328,0.07952974588987244,0.7617863786406264,1.2305135326111392,1.5044849712059085
DG_F3_049,-0.002247901425949753,-8.784076685972954e-11,-0.2912523259873389,-0.26065285616368805,-0.3405545897854469,-0.37793822243180286,-0.542014877350187,-0.46277647802041216,-0.002247901425949753,-8.784076685972954e-11,-0.3264400382318511,-0.2879593427030899,-1.0052282843800466,-0.9725244840313092,-1.8851742604245865,-1.9281280656639948
DG_F3_051,-0.002247901425949753,-8.784076685972954e-11,-0.2912523259873389,-0.26065285616368805,-0.25324681784949354,-0.19251469117923456,-0.21686144094974236,0.007114386886404471,-0.002247901425949753,-8.784076685972954e-11,-0.3264400382318511,-0.2879593427030899,-0.8502628514843441,-0.6834726735859865,-1.229239988206539,-0.8441450013892885
DG_F3_054,-0.002247901425949753,-8.784076685972954e-11,0.07710999562113512,0.1601093641441994,0.27059981376622694,0.17833237132590213,0.86698334705174,0.4770052517932212,-0.002247901425949753,-8.784076685972954e-11,0.05352401425614066,0.14780291943828328,0.5444260445769808,0.47273456819530396,1.886447804829187,1.3238211271601243
DG_F3_056,-0.002247901425949753,-8.784076685972954e-11,-0.2912523259873389,-0.26065285616368805,-0.3405545897854469,-0.19251469117923456,-0.32524591974989064,-0.22783104556700384,-0.002247901425949753,-8.784076685972954e-11,-0.3264400382318511,-0.2879593427030899,-1.0052282843800466,-0.6834726735859865,-1.557207124315563,-1.2054726894808572
DG_F3_057,-0.002247901425949753,-8.784076685972954e-11,0.6910471983019252,0.3704904742981432,0.707138673445994,-0.007091159926666197,0.43344543185114714,0.24205981933981285,-0.002247901425949753,-8.784076685972954e-11,0.6867974350694602,0.3656840505089699,2.094080373534008,0.47273456819530396,2.8703492131562576,0.9624934390685554
DG_F3_059,0.009004682661726555,-8.784076685972954e-11,0.07710999562113512,0.1601093641441994,0.09598426989432016,0.36375590257847057,0.1082919954507024,0.12458710311310858,0.009004682661726555,-8.784076685972954e-11,0.18017869841880457,0.14780291943828328,0.3894606116812781,0.7617863786406264,0.5745792603930918,1.1431572831143397
DG_F3_063,-0.002247901425949753,-8.784076685972954e-11,-0.04567744491502289,-0.15546230108671624,-0.25324681784949354,-0.2852264568055187,0.1082919954507024,0.007114386886404471,-0.002247901425949753,-8.784076685972954e-11,-0.07313066990652324,-0.1790187771677466,-0.5403319856929385,-0.6834726735859865,-0.40932214793397975,-0.8441450013892885
