ID	unique_F3_id	cyanotype_pheno_PCR	exp_id	Trt	Rep	date	pixels_per_mm	leaf_area	number_of_photo	date_binned	exp_week
0001	DG_F3_004	acLi	1	Control	1	2021-09-30	10.4022	1530.7964436546188	1	2021-09-30	1
0002	DG_F3_007	Acli	1	Control	1	2021-09-30	10.4022	1519.0780291886708	1	2021-09-30	1
0003	DG_F3_008	Acli	1	Control	1	2021-09-30	10.4022	1328.0346034472886	1	2021-09-30	1
0004	DG_F3_009	AcLi	1	Control	1	2021-09-30	10.4022	1214.7042275830004	1	2021-09-30	1
0005	DG_F3_011	AcLi	1	Control	1	2021-09-30	10.4022	2278.5015231356683	1	2021-09-30	1
0006	DG_F3_013	AcLi	1	Control	1	2021-09-30	10.4022	1733.0037847547271	1	2021-09-30	1
0007	DG_F3_015	acLi	1	Control	1	2021-09-30	10.4022	1646.677515412126	1	2021-09-30	1
0008	DG_F3_017	acLi	1	Control	1	2021-09-30	10.4022	1562.578484150198	1	2021-09-30	1
0009	DG_F3_019	Acli	1	Control	1	2021-09-30	10.4022	1876.9147863822816	1	2021-09-30	1
0010	DG_F3_020	Acli	1	Control	1	2021-09-30	10.4022	2373.551911765221	1	2021-09-30	1
0011	DG_F3_022	acli	1	Control	1	2021-09-30	10.4022	1018.1989856354865	1	2021-09-30	1
0012	DG_F3_024	AcLi	1	Control	1	2021-09-30	10.4022	3031.372685965666	1	2021-09-30	1
0013	DG_F3_028	AcLi	1	Control	1	2021-09-30	10.4022	2764.6031654814	1	2021-09-30	1
0014	DG_F3_032	acLi	1	Control	1	2021-09-30	10.4022	1842.896266154242	1	2021-09-30	1
0015	DG_F3_033	acLi	1	Control	1	2021-09-30	10.4022	2794.509150664213	1	2021-09-30	1
0016	DG_F3_038	AcLi	1	Control	1	2021-09-30	10.4022	2423.235031772268	1	2021-09-30	1
0017	DG_F3_040	Acli	1	Control	1	2021-09-30	10.4022	2065.130266676834	1	2021-09-30	1
0018	DG_F3_042	AcLi	1	Control	1	2021-09-30	10.4022	2348.2482691723467	1	2021-09-30	1
0019	DG_F3_049	acLi	1	Control	1	2021-09-30	10.4022	2006.7507523381964	1	2021-09-30	1
0020	DG_F3_051	acLi	1	Control	1	2021-09-30	10.4022	1371.8677578731483	1	2021-09-30	1
0021	DG_F3_054	AcLi	1	Control	1	2021-09-30	10.4022	2845.9943927697295	1	2021-09-30	1
0022	DG_F3_056	acLi	1	Control	1	2021-09-30	10.4022	2924.779474254118	1	2021-09-30	1
0023	DG_F3_057	acli	1	Control	1	2021-09-30	10.4022	2093.0677800290105	1	2021-09-30	1
0024	DG_F3_059	acLi	1	Control	1	2021-09-30	10.4022	2095.6092342704424	1	2021-09-30	1
0025	DG_F3_063	AcLi	1	Control	1	2021-09-30	10.4022	2335.3191983222987	1	2021-09-30	1
0026	DG_F3_066	acLi	1	Control	1	2021-09-30	10.4022	2007.693400820473	1	2021-09-30	1
0027	DG_F3_068	AcLi	1	Control	1	2021-09-30	10.4022	1875.7688215606904	1	2021-09-30	1
0028	DG_F3_069	acli	1	Control	1	2021-09-30	10.4022	1826.0672182500696	1	2021-09-30	1
0029	DG_F3_070	acLi	1	Control	1	2021-09-30	10.4022	1148.2567512342905	1	2021-09-30	1
0030	DG_F3_075	Acli	1	Control	1	2021-09-30	10.4022	1011.2492634916435	1	2021-09-30	1
0031	DG_F3_076	AcLi	1	Control	1	2021-09-30	10.4022	849.548082174066	1	2021-09-30	1
0032	DG_F3_077	Acli	1	Control	1	2021-09-30	10.4022	2068.2169783737004	1	2021-09-30	1
0033	DG_F3_081	acLi	1	Control	1	2021-09-30	10.4022	967.7857751372647	1	2021-09-30	1
0034	DG_F3_082	acLi	1	Control	1	2021-09-30	10.4022	755.6621416696785	1	2021-09-30	1
0035	DG_F3_085	AcLi	1	Control	1	2021-09-30	10.4022	969.763488619688	1	2021-09-30	1
0036	DG_F3_088	acLi	1	Control	1	2021-09-30	10.4022	302.8489290608114	1	2021-09-30	1
0037	DG_F3_090	acLi	1	Control	1	2021-09-30	10.4022	318.1715877236989	1	2021-09-30	1
0038	DG_F3_092	acLi	1	Control	1	2021-09-30	10.4022	258.1378177151841	1	2021-09-30	1
0039	DG_F3_093	Acli	1	Control	1	2021-09-30	10.4022	925.2094853544404	1	2021-09-30	1
0040	DG_F3_094	Acli	1	Control	1	2021-09-30	10.4022	958.7659229931282	1	2021-09-30	1
0041	DG_F3_095	Acli	1	Control	1	2021-09-30	10.4022	2843.6100466086773	1	2021-09-30	1
0042	DG_F3_096	acLi	1	Control	1	2021-09-30	10.4022	2459.767281286378	1	2021-09-30	1
0043	DG_F3_097	acli	1	Control	1	2021-09-30	10.4022	1537.8847905752668	1	2021-09-30	1
0044	DG_F3_098	Acli	1	Control	1	2021-09-30	10.4022	3349.6459318590214	1	2021-09-30	1
0045	DG_F3_099	AcLi	1	Control	1	2021-09-30	10.4022	1905.905848038179	1	2021-09-30	1
0046	DG_F3_101	AcLi	1	Control	1	2021-09-30	10.4022	1586.3849791535745	1	2021-09-30	1
0047	DG_F3_102	Acli	1	Control	1	2021-09-30	10.4022	1988.2212405052112	1	2021-09-30	1
0048	DG_F3_103	Acli	1	Control	1	2021-09-30	10.4022	2289.720888405117	1	2021-09-30	1
0049	DG_F3_106	Acli	1	Control	1	2021-09-30	10.4022	1913.631868932132	1	2021-09-30	1
0050	DG_F3_107	Acli	1	Control	1	2021-09-30	10.4022	2226.5726817443747	1	2021-09-30	1
0051	DG_F3_115	AcLi	1	Control	1	2021-09-30	10.4022	2510.356083168553	1	2021-09-30	1
0052	DG_F3_118	acLi	1	Control	1	2021-09-30	10.4022	2057.450454041816	1	2021-09-30	1
0053	DG_F3_119	acli	1	Control	1	2021-09-30	10.4022	1672.489448853287	1	2021-09-30	1
0054	DG_F3_120	AcLi	1	Control	1	2021-09-30	10.4022	3363.6840009235125	1	2021-09-30	1
0055	DG_F3_121	acLi	1	Control	1	2021-09-30	10.4022	1877.6910851323912	1	2021-09-30	1
0056	DG_F3_124	AcLi	1	Control	1	2021-09-30	10.4022	2819.997626292828	1	2021-09-30	1
0057	DG_F3_126	AcLi	1	Control	1	2021-09-30	10.4022	2116.449159050184	1	2021-09-30	1
0058	DG_F3_127	Acli	1	Control	1	2021-09-30	10.4022	2049.8445746210946	1	2021-09-30	1
0059	DG_F3_129	acLi	1	Control	1	2021-09-30	10.4022	1789.830701593144	1	2021-09-30	1
0060	DG_F3_131	acli	1	Control	1	2021-09-30	10.4022	2781.4599383409336	1	2021-09-30	1
0061	DG_F3_132	acli	1	Control	1	2021-09-30	10.4022	2074.039218999526	1	2021-09-30	1
0062	DG_F3_133	acLi	1	Control	1	2021-09-30	10.4022	1292.4727273708163	1	2021-09-30	1
0063	DG_F3_136	AcLi	1	Control	1	2021-09-30	10.4022	2671.012957834197	1	2021-09-30	1
0064	DG_F3_139	AcLi	1	Control	1	2021-09-30	10.4022	2261.487642195755	1	2021-09-30	1
0065	DG_F3_145	AcLi	1	Control	1	2021-09-30	10.4022	4344.315672044742	1	2021-09-30	1
0066	DG_F3_150	AcLi	1	Control	1	2021-09-30	10.4022	2471.5873539219833	1	2021-09-30	1
0067	DG_F3_152	Acli	1	Control	1	2021-09-30	10.4022	3377.574203559411	1	2021-09-30	1
0068	DG_F3_154	Acli	1	Control	1	2021-09-30	10.4022	2162.130643833449	1	2021-09-30	1
0069	DG_F3_157	acLi	1	Control	1	2021-09-30	10.4022	3232.942353092469	1	2021-09-30	1
0070	DG_F3_159	AcLi	1	Control	1	2021-09-30	10.4022	2906.0374044300315	1	2021-09-30	1
0071	DG_F3_163	AcLi	1	Control	1	2021-09-30	10.4022	3033.442815965959	1	2021-09-30	1
0072	DG_F3_164	acLi	1	Control	1	2021-09-30	10.4022	3038.645865922054	1	2021-09-30	1
0073	DG_F3_165	Acli	1	Control	1	2021-09-30	10.4022	2533.3215878593105	1	2021-09-30	1
0074	DG_F3_167	AcLi	1	Control	1	2021-09-30	10.4022	4449.088278354246	1	2021-09-30	1
0075	DG_F3_175	AcLi	1	Control	1	2021-09-30	10.4022	1847.8682748156616	1	2021-09-30	1
0076	DG_F3_179	Acli	1	Control	1	2021-09-30	10.4022	2105.3406936021797	1	2021-09-30	1
0077	DG_F3_180	acLi	1	Control	1	2021-09-30	10.4022	3528.545827152253	1	2021-09-30	1
0078	DG_F3_185	AcLi	1	Control	1	2021-09-30	10.4022	4822.025894567855	1	2021-09-30	1
0079	DG_F3_190	AcLi	1	Control	1	2021-09-30	10.4022	2930.453848451352	1	2021-09-30	1
0080	DG_F3_194	Acli	1	Control	1	2021-09-30	10.4022	3461.876551160654	1	2021-09-30	1
0081	DG_F3_195	Acli	1	Control	1	2021-09-30	10.4022	2138.8047147229977	1	2021-09-30	1
0082	DG_F3_196	acLi	1	Control	1	2021-09-30	10.4022	1962.6588316623	1	2021-09-30	1
0083	DG_F3_200	acLi	1	Control	1	2021-09-30	10.4022	3272.635247517742	1	2021-09-30	1
0084	DG_F3_203	Acli	1	Control	1	2021-09-30	10.4022	2565.889168756787	1	2021-09-30	1
0085	DG_F3_210	acLi	1	Control	1	2021-09-30	10.4022	2478.21361825328	1	2021-09-30	1
0086	DG_F3_212	AcLi	1	Control	1	2021-09-30	10.4022	846.174879271802	1	2021-09-30	1
0087	DG_F3_214	AcLi	1	Control	1	2021-09-30	10.4022	1542.7921076741773	1	2021-09-30	1
0088	DG_F3_218	Acli	1	Control	1	2021-09-30	10.4022	2523.201979152518	1	2021-09-30	1
0089	DG_F3_220	AcLi	1	Control	1	2021-09-30	10.4022	2828.72174557978	1	2021-09-30	1
0090	DG_F3_223	AcLi	1	Control	1	2021-09-30	10.4022	1646.4834407245985	1	2021-09-30	1
0091	DG_F3_225	AcLi	1	Control	1	2021-09-30	10.4022	513.1242321709926	1	2021-09-30	1
0092	DG_F3_227	acLi	1	Control	1	2021-09-30	10.4022	2422.0521003435288	1	2021-09-30	1
0093	DG_F3_230	AcLi	1	Control	1	2021-09-30	10.4022	1529.1514296365283	1	2021-09-30	1
0094	DG_F3_231	acli	1	Control	1	2021-09-30	10.4022	2937.135562693371	1	2021-09-30	1
0095	DG_F3_232	AcLi	1	Control	1	2021-09-30	10.4022	3619.991971584866	1	2021-09-30	1
0096	DG_F3_236	acLi	1	Control	1	2021-09-30	10.4022	3243.0989284064094	1	2021-09-30	1
0097	DG_F3_239	AcLi	1	Control	1	2021-09-30	10.4022	2094.5464443149344	1	2021-09-30	1
0098	DG_F3_241	acli	1	Control	1	2021-09-30	10.4022	2744.290014853518	1	2021-09-30	1
0099	DG_F3_245	AcLi	1	Control	1	2021-09-30	10.4022	2795.4702824500637	1	2021-09-30	1
0100	DG_F3_246	AcLi	1	Control	1	2021-09-30	10.4022	1983.5726896563376	1	2021-09-30	1
0101	DG_F3_247	acli	1	Control	1	2021-09-30	10.4022	2000.614295551612	1	2021-09-30	1
0102	DG_F3_248	Acli	1	Control	1	2021-09-30	10.4022	1531.674400574386	1	2021-09-30	1
0103	DG_F3_249	AcLi	1	Control	1	2021-09-30	10.4022	912.8441552634008	1	2021-09-30	1
0104	DG_F3_250	Acli	1	Control	1	2021-09-30	10.4022	1700.962978009111	1	2021-09-30	1
0105	DG_F3_255	acLi	1	Control	1	2021-09-30	10.4022	3170.12684589606	1	2021-09-30	1
0106	DG_F3_257	acLi	1	Control	1	2021-09-30	10.4022	2182.064886738062	1	2021-09-30	1
0107	DG_F3_263	AcLi	1	Control	1	2021-09-30	10.4022	1586.671470358972	1	2021-09-30	1
0108	DG_F3_266	acLi	1	Control	1	2021-09-30	10.4022	3507.095953354567	1	2021-09-30	1
0109	DG_F3_269	acLi	1	Control	1	2021-09-30	10.4022	1048.8443029612615	1	2021-09-30	1
0110	DG_F3_270	Acli	1	Control	1	2021-09-30	10.4022	1515.843451063212	1	2021-09-30	1
0111	DG_F3_271	Acli	1	Control	1	2021-09-30	10.4022	422.556044658147	1	2021-09-30	1
0112	DG_F3_273	AcLi	1	Control	1	2021-09-30	10.4022	2823.7589785701475	1	2021-09-30	1
0113	DG_F3_274	acLi	1	Control	1	2021-09-30	10.4022	2187.5636695513417	1	2021-09-30	1
0114	DG_F3_276	acLi	1	Control	1	2021-09-30	10.4022	1939.037169694664	1	2021-09-30	1
0115	DG_F3_280	Acli	1	Control	1	2021-09-30	10.4022	2348.5070354223835	1	2021-09-30	1
0116	DG_F3_283	Acli	1	Control	1	2021-09-30	10.4022	2204.023051384034	1	2021-09-30	1
0117	DG_F3_285	acLi	1	Control	1	2021-09-30	10.4022	1587.346110939425	1	2021-09-30	1
0118	DG_F3_286	AcLi	1	Control	1	2021-09-30	10.4022	912.6131139687252	1	2021-09-30	1
0119	DG_F3_287	acli	1	Control	1	2021-09-30	10.4022	1482.9246873978288	1	2021-09-30	1
0120	DG_F3_292	acli	1	Control	1	2021-09-30	10.4022	2120.6541106132804	1	2021-09-30	1
0121	DG_F3_293	Acli	1	Control	1	2021-09-30	10.4022	967.2682426371912	1	2021-09-30	1
0122	DG_F3_294	acLi	1	Control	1	2021-09-30	10.4022	1757.1799458295843	1	2021-09-30	1
0123	DG_F3_297	AcLi	1	Control	1	2021-09-30	10.4022	2163.8588327176226	1	2021-09-30	1
0124	DG_F3_298	Acli	1	Control	1	2021-09-30	10.4022	2914.659865547326	1	2021-09-30	1
0125	DG_F3_299	Acli	1	Control	1	2021-09-30	10.4022	1982.278858406154	1	2021-09-30	1
0126	DG_F3_300	acLi	1	Control	1	2021-09-30	10.4022	998.6159254987804	1	2021-09-30	1
0127	DG_F3_302	AcLi	1	Control	1	2021-09-30	10.4022	1025.2411242971996	1	2021-09-30	1
0128	DG_F3_304	AcLi	1	Control	1	2021-09-30	10.4022	1943.861311927491	1	2021-09-30	1
0129	DG_F3_305	acLi	1	Control	1	2021-09-30	10.4022	1452.6028278845995	1	2021-09-30	1
0130	DG_F3_307	Acli	1	Control	1	2021-09-30	10.4022	1015.2971069743604	1	2021-09-30	1
0131	DG_F3_309	acLi	1	Control	1	2021-09-30	10.4022	2058.3838608723054	1	2021-09-30	1
0132	DG_F3_312	acLi	1	Control	1	2021-09-30	10.4022	884.54621749153	1	2021-09-30	1
0133	DG_F3_315	AcLi	1	Control	1	2021-09-30	10.4022	1523.52326369823	1	2021-09-30	1
0134	DG_F3_316	acLi	1	Control	1	2021-09-30	10.4022	806.9071008287324	1	2021-09-30	1
0135	DG_F3_317	acLi	1	Control	1	2021-09-30	10.4022	550.0169061047967	1	2021-09-30	1
0136	DG_F3_318	AcLi	1	Control	1	2021-09-30	10.4022	1637.3434471072303	1	2021-09-30	1
0137	DG_F3_324	AcLi	1	Control	1	2021-09-30	10.4022	1035.4901161290104	1	2021-09-30	1
0138	DG_F3_325	acLi	1	Control	1	2021-09-30	10.4022	1866.2868868272024	1	2021-09-30	1
0139	DG_F3_328	acLi	1	Control	1	2021-09-30	10.4022	786.1503509150741	1	2021-09-30	1
0140	DG_F3_329	acli	1	Control	1	2021-09-30	10.4022	1870.5842549081692	1	2021-09-30	1
0141	DG_F3_330	acli	1	Control	1	2021-09-30	10.4022	1706.9792933224644	1	2021-09-30	1
0142	DG_F3_331	acli	1	Control	1	2021-09-30	10.4022	1465.9015648061286	1	2021-09-30	1
0143	DG_F3_332	acli	1	Control	1	2021-09-30	10.4022	1474.6441673966544	1	2021-09-30	1
0144	DG_F3_333	Acli	1	Control	1	2021-09-30	10.4022	700.0273979117875	1	2021-09-30	1
0145	DG_F3_334	acLi	1	Control	1	2021-09-30	10.4022	1485.0687506124186	1	2021-09-30	1
0146	DG_F3_335	Acli	1	Control	1	2021-09-30	10.4022	1320.5026572408633	1	2021-09-30	1
0147	DG_F3_336	Acli	1	Control	1	2021-09-30	10.4022	1894.9452490187673	1	2021-09-30	1
0148	DG_F3_337	acLi	1	Control	1	2021-09-30	10.4022	2046.1663972098584	1	2021-09-30	1
0149	DG_F3_338	acli	1	Control	1	2021-09-30	10.4022	568.5279346342079	1	2021-09-30	1
0150	DG_F3_342	acLi	1	Control	1	2021-09-30	10.4022	972.9518584862118	1	2021-09-30	1
0151	DG_F3_004	acLi	1	Drought	1	2021-09-30	10.4022	348.8538716566221	1	2021-09-30	1
0152	DG_F3_007	Acli	1	Drought	1	2021-09-30	10.4022	1834.6342294566416	1	2021-09-30	1
0153	DG_F3_008	Acli	1	Drought	1	2021-09-30	10.4022	656.2312100930758	1	2021-09-30	1
0154	DG_F3_009	AcLi	1	Drought	1	2021-09-30	10.4022	1818.6369302133016	1	2021-09-30	1
0155	DG_F3_011	AcLi	1	Drought	1	2021-09-30	10.4022	1349.2904025574464	1	2021-09-30	1
0156	DG_F3_013	AcLi	1	Drought	1	2021-09-30	10.4022	1668.7465798795415	1	2021-09-30	1
0157	DG_F3_015	acLi	1	Drought	1	2021-09-30	10.4022	2631.144472024971	1	2021-09-30	1
0158	DG_F3_017	acLi	1	Drought	1	2021-09-30	10.4022	2407.4410488682424	1	2021-09-30	1
0159	DG_F3_019	Acli	1	Drought	1	2021-09-30	10.4022	2315.181639078371	1	2021-09-30	1
0160	DG_F3_020	Acli	1	Drought	1	2021-09-30	10.4022	1575.3596885716536	1	2021-09-30	1
0161	DG_F3_022	acli	1	Drought	1	2021-09-30	10.4022	1636.761223044648	1	2021-09-30	1
0162	DG_F3_024	AcLi	1	Drought	1	2021-09-30	10.4022	2652.7976621619705	1	2021-09-30	1
0163	DG_F3_028	AcLi	1	Drought	1	2021-09-30	10.4022	1684.7716040782432	1	2021-09-30	1
0164	DG_F3_032	acLi	1	Drought	1	2021-09-30	10.4022	1859.6975891030536	1	2021-09-30	1
0165	DG_F3_033	acLi	1	Drought	1	2021-09-30	10.4022	2617.965876576673	1	2021-09-30	1
0166	DG_F3_038	AcLi	1	Drought	1	2021-09-30	10.4022	1584.832381653354	1	2021-09-30	1
0167	DG_F3_040	Acli	1	Drought	1	2021-09-30	10.4022	1763.3626108751043	1	2021-09-30	1
0168	DG_F3_042	AcLi	1	Drought	1	2021-09-30	10.4022	1970.024428136559	1	2021-09-30	1
0169	DG_F3_049	acLi	1	Drought	1	2021-09-30	10.4022	1823.682872089017	1	2021-09-30	1
0170	DG_F3_051	acLi	1	Drought	1	2021-09-30	10.4022	1594.342041342203	1	2021-09-30	1
0171	DG_F3_054	AcLi	1	Drought	1	2021-09-30	10.4022	1618.6291022385049	1	2021-09-30	1
0172	DG_F3_056	acLi	1	Drought	1	2021-09-30	10.4022	3546.9829224673676	1	2021-09-30	1
0173	DG_F3_057	acli	1	Drought	1	2021-09-30	10.4022	1532.8296070477645	1	2021-09-30	1
0174	DG_F3_059	acLi	1	Drought	1	2021-09-30	10.4022	1331.1767650548773	1	2021-09-30	1
0175	DG_F3_063	AcLi	1	Drought	1	2021-09-30	10.4022	2469.5911571359857	1	2021-09-30	1
0176	DG_F3_066	acLi	1	Drought	1	2021-09-30	10.4022	2857.3985910749184	1	2021-09-30	1
0177	DG_F3_068	AcLi	1	Drought	1	2021-09-30	10.4022	1912.3195543783745	1	2021-09-30	1
0178	DG_F3_069	acli	1	Drought	1	2021-09-30	10.4022	2838.9060458490812	1	2021-09-30	1
0179	DG_F3_070	acLi	1	Drought	1	2021-09-30	10.4022	1330.39122465298	1	2021-09-30	1
0180	DG_F3_075	Acli	1	Drought	1	2021-09-30	10.4022	2746.628152755636	1	2021-09-30	1
0181	DG_F3_076	AcLi	1	Drought	1	2021-09-30	10.4022	994.817606614313	1	2021-09-30	1
0182	DG_F3_077	Acli	1	Drought	1	2021-09-30	10.4022	1332.867987331903	1	2021-09-30	1
0183	DG_F3_081	acLi	1	Drought	1	2021-09-30	10.4022	812.997349356382	1	2021-09-30	1
0184	DG_F3_082	acLi	1	Drought	1	2021-09-30	10.4022	901.3660237439155	1	2021-09-30	1
0185	DG_F3_085	AcLi	1	Drought	1	2021-09-30	10.4022	1218.1051554406256	1	2021-09-30	1
0186	DG_F3_088	acLi	1	Drought	1	2021-09-30	10.4022	736.319364479435	1	2021-09-30	1
0187	DG_F3_090	acLi	1	Drought	1	2021-09-30	10.4022	1106.6415932373163	1	2021-09-30	1
0188	DG_F3_092	acLi	1	Drought	1	2021-09-30	10.4022	1270.440629510549	1	2021-09-30	1
0189	DG_F3_093	Acli	1	Drought	1	2021-09-30	10.4022	698.5025253669284	1	2021-09-30	1
0190	DG_F3_094	Acli	1	Drought	1	2021-09-30	10.4022	1454.7191661438285	1	2021-09-30	1
0191	DG_F3_095	Acli	1	Drought	1	2021-09-30	10.4022	1983.0643988080512	1	2021-09-30	1
0192	DG_F3_096	acLi	1	Drought	1	2021-09-30	10.4022	3056.92585315679	1	2021-09-30	1
0193	DG_F3_097	acli	1	Drought	1	2021-09-30	10.4022	1275.4403631273292	1	2021-09-30	1
0194	DG_F3_098	Acli	1	Drought	1	2021-09-30	10.4022	1434.4429821230954	1	2021-09-30	1
0195	DG_F3_099	AcLi	1	Drought	1	2021-09-30	10.4022	3164.711237948863	1	2021-09-30	1
0196	DG_F3_101	AcLi	1	Drought	1	2021-09-30	10.4022	1239.8322787919217	1	2021-09-30	1
0197	DG_F3_102	Acli	1	Drought	1	2021-09-30	10.4022	1218.5025464674677	1	2021-09-30	1
0198	DG_F3_103	Acli	1	Drought	1	2021-09-30	10.4022	2510.189733436387	1	2021-09-30	1
0199	DG_F3_106	Acli	1	Drought	1	2021-09-30	10.4022	1214.3068365561585	1	2021-09-30	1
0200	DG_F3_107	Acli	1	Drought	1	2021-09-30	10.4022	1650.1985847429826	1	2021-09-30	1
0201	DG_F3_115	AcLi	1	Drought	1	2021-09-30	10.4022	2408.106447796908	1	2021-09-30	1
0202	DG_F3_118	acLi	1	Drought	1	2021-09-30	10.4022	2284.30528045792	1	2021-09-30	1
0203	DG_F3_119	acli	1	Drought	1	2021-09-30	10.4022	2498.9426432115774	1	2021-09-30	1
0204	DG_F3_120	AcLi	1	Drought	1	2021-09-30	10.4022	2364.6799260496773	1	2021-09-30	1
0205	DG_F3_121	acLi	1	Drought	1	2021-09-30	10.4022	2643.454352205288	1	2021-09-30	1
0206	DG_F3_124	AcLi	1	Drought	1	2021-09-30	10.4022	2470.053239725337	1	2021-09-30	1
0207	DG_F3_126	AcLi	1	Drought	1	2021-09-30	10.4022	2103.704921235877	1	2021-09-30	1
0208	DG_F3_127	Acli	1	Drought	1	2021-09-30	10.4022	1693.9670476063332	1	2021-09-30	1
0209	DG_F3_129	acLi	1	Drought	1	2021-09-30	10.4022	1034.5659509503078	1	2021-09-30	1
0210	DG_F3_131	acli	1	Drought	1	2021-09-30	10.4022	3049.689639807549	1	2021-09-30	1
0211	DG_F3_132	acli	1	Drought	1	2021-09-30	10.4022	1610.8291481302558	1	2021-09-30	1
0212	DG_F3_133	acLi	1	Drought	1	2021-09-30	10.4022	2575.2694453206173	1	2021-09-30	1
0213	DG_F3_136	AcLi	1	Drought	1	2021-09-30	10.4022	3501.5694455859266	1	2021-09-30	1
0214	DG_F3_139	AcLi	1	Drought	1	2021-09-30	10.4022	2666.5492400210637	1	2021-09-30	1
0215	DG_F3_145	AcLi	1	Drought	1	2021-09-30	10.4022	2403.68893824271	1	2021-09-30	1
0216	DG_F3_150	AcLi	1	Drought	1	2021-09-30	10.4022	1871.665528167251	1	2021-09-30	1
0217	DG_F3_152	Acli	1	Drought	1	2021-09-30	10.4022	2562.044641613385	1	2021-09-30	1
0218	DG_F3_154	Acli	1	Drought	1	2021-09-30	10.4022	1967.3166241629608	1	2021-09-30	1
0219	DG_F3_157	acLi	1	Drought	1	2021-09-30	10.4022	3813.355051924791	1	2021-09-30	1
0220	DG_F3_159	AcLi	1	Drought	1	2021-09-30	10.4022	3426.6011662895794	1	2021-09-30	1
0221	DG_F3_163	AcLi	1	Drought	1	2021-09-30	10.4022	2039.1427418517192	1	2021-09-30	1
0222	DG_F3_164	acLi	1	Drought	1	2021-09-30	10.4022	3584.309954035162	1	2021-09-30	1
0223	DG_F3_165	Acli	1	Drought	1	2021-09-30	10.4022	4140.370900408673	1	2021-09-30	1
0224	DG_F3_167	AcLi	1	Drought	1	2021-09-30	10.4022	4505.453112603312	1	2021-09-30	1
0225	DG_F3_175	AcLi	1	Drought	1	2021-09-30	10.4022	1940.91322500743	1	2021-09-30	1
0226	DG_F3_179	Acli	1	Drought	1	2021-09-30	10.4022	2604.64865635157	1	2021-09-30	1
0227	DG_F3_180	acLi	1	Drought	1	2021-09-30	10.4022	2806.828272496318	1	2021-09-30	1
0228	DG_F3_185	AcLi	1	Drought	1	2021-09-30	10.4022	2660.9580406899136	1	2021-09-30	1
0229	DG_F3_190	AcLi	1	Drought	1	2021-09-30	10.4022	4959.375323426621	1	2021-09-30	1
0230	DG_F3_194	Acli	1	Drought	1	2021-09-30	10.4022	3145.922959865841	1	2021-09-30	1
0231	DG_F3_195	Acli	1	Drought	1	2021-09-30	10.4022	1147.6745271717075	1	2021-09-30	1
0232	DG_F3_196	acLi	1	Drought	1	2021-09-30	10.4022	1542.4409249062703	1	2021-09-30	1
0233	DG_F3_200	acLi	1	Drought	1	2021-09-30	10.4022	5014.852959104132	1	2021-09-30	1
0234	DG_F3_203	Acli	1	Drought	1	2021-09-30	10.4022	4058.3512407988255	1	2021-09-30	1
0235	DG_F3_210	acLi	1	Drought	1	2021-09-30	10.4022	2773.234868250481	1	2021-09-30	1
0236	DG_F3_212	AcLi	1	Drought	1	2021-09-30	10.4022	1356.5173742549	1	2021-09-30	1
0237	DG_F3_214	AcLi	1	Drought	1	2021-09-30	10.4022	1613.7310267913815	1	2021-09-30	1
0238	DG_F3_218	Acli	1	Drought	1	2021-09-30	10.4022	2196.749871427645	1	2021-09-30	1
0239	DG_F3_220	AcLi	1	Drought	1	2021-09-30	10.4022	2013.940757428502	1	2021-09-30	1
0240	DG_F3_223	AcLi	1	Drought	1	2021-09-30	10.4022	2002.9339501501552	1	2021-09-30	1
0241	DG_F3_225	AcLi	1	Drought	1	2021-09-30	10.4022	389.0365736266071	1	2021-09-30	1
0242	DG_F3_227	acLi	1	Drought	1	2021-09-30	10.4022	2227.108697548022	1	2021-09-30	1
0243	DG_F3_230	AcLi	1	Drought	1	2021-09-30	10.4022	1856.130311513262	1	2021-09-30	1
0244	DG_F3_231	acli	1	Drought	1	2021-09-30	10.4022	2654.4519178318483	1	2021-09-30	1
0245	DG_F3_232	AcLi	1	Drought	1	2021-09-30	10.4022	2648.7498186792536	1	2021-09-30	1
0246	DG_F3_236	acLi	1	Drought	1	2021-09-30	10.4022	3367.805777620526	1	2021-09-30	1
0247	DG_F3_239	AcLi	1	Drought	1	2021-09-30	10.4022	2670.9205413163268	1	2021-09-30	1
0248	DG_F3_241	acli	1	Drought	1	2021-09-30	10.4022	2415.823227039074	1	2021-09-30	1
0249	DG_F3_245	AcLi	1	Drought	1	2021-09-30	10.4022	2414.1412464138352	1	2021-09-30	1
0250	DG_F3_246	AcLi	1	Drought	1	2021-09-30	10.4022	2958.6963363125	1	2021-09-30	1
0251	DG_F3_247	acli	1	Drought	1	2021-09-30	10.4022	1573.465149955313	1	2021-09-30	1
0252	DG_F3_248	Acli	1	Drought	1	2021-09-30	10.4022	947.7221491076332	1	2021-09-30	1
0253	DG_F3_249	AcLi	1	Drought	1	2021-09-30	10.4022	1325.8350903219768	1	2021-09-30	1
0254	DG_F3_250	Acli	1	Drought	1	2021-09-30	10.4022	1459.0997090908782	1	2021-09-30	1
0255	DG_F3_255	acLi	1	Drought	1	2021-09-30	10.4022	1315.6692733562493	1	2021-09-30	1
0256	DG_F3_257	acLi	1	Drought	1	2021-09-30	10.4022	1810.3564102121268	1	2021-09-30	1
0257	DG_F3_263	AcLi	1	Drought	1	2021-09-30	10.4022	2411.710691993848	1	2021-09-30	1
