Genotype,Control_w_2,Drought_w_2,Control_w_3,Drought_w_3,Control_w_4,Drought_w_4,Control_w_5,Drought_w_5
DG_F3_075,666.6684205297479,508.32552240600666,2107.5579592052263,952.0444374828979,5566.374831439931,848.9453518014433,4678.599165954414,528.6589899681427
DG_F3_076,880.270681118233,305.8265699504391,3166.2058551299033,1113.1460484360196,8513.426941737951,954.9712311533395,14572.2210600597,815.7553737532522
DG_F3_077,750.129116826317,266.95818190523704,2140.2837824612243,758.72471289247,5335.691394183034,506.00923671394827,7691.585237139776,379.5842514769558
DG_F3_081,423.2376328042377,182.52333034477508,124.77667211786968,258.31051474861806,-1371.711295577331,96.88721670319147,-1675.5978911143293,113.89785010568083
DG_F3_082,-173.5380403753431,239.2387543497113,-718.7159684685508,68.03506031449886,-2819.868628675694,266.528496126231,-5232.694475520883,838.5554015554496
DG_F3_085,-479.259889109749,104.34644866418132,-3116.234569216931,-540.4439058855978,-9518.27505994298,-64.9228583253139,-16532.81957034948,-114.77965932835902
DG_F3_088,-1232.7944217146342,-85.92344485370617,-3741.132827479603,-1193.1776998810972,-8123.439215974506,-730.4639726310427,-12554.897588665122,-466.1710974752964
DG_F3_090,42.94475786577141,999.4771437519147,-210.85459728483096,759.5403193207486,113.57609806487673,124.26402792703232,901.8359683470306,-35.4522726616978
DG_F3_092,-655.5908459453528,646.3890319765501,-2734.351837740123,52.32655858785599,-5752.667175731021,268.51322643690867,-7175.392582127813,427.8179492349488
DG_F3_093,-157.24518386294588,628.6682252581801,-1251.963554170695,-531.7406452138478,-2874.2908720952382,-229.42392339193748,-6082.904962554801,-84.59713417189744
DG_F3_094,-379.50163171883764,1528.8762633030892,-1164.556583042657,497.43475498215656,-1443.7057743209823,590.9313903703552,2383.7618668444643,884.3338499323595
DG_F3_095,159.11165515521665,1427.5014038830836,368.725965071143,559.334823800087,576.3590466240101,195.0432052008904,1336.8671321545733,386.90863844756467
DG_F3_096,267.3438144454039,1846.0446666588732,1702.0332968157709,1000.6526481590465,4848.873311369092,1298.0038336024995,9373.650897723828,1137.2175137054685
DG_F3_097,2.2606794386886206,1397.758553620895,534.0924582472279,-245.02514233837374,3901.5943135488906,81.19224901556406,5421.488457933345,331.43562106372246
DG_F3_098,153.71559865080278,731.2830881994712,725.7130671138925,-616.3848730067882,3119.4063672384455,-405.3381967000081,7376.917047578549,-267.38724896457074
DG_F3_099,-463.87036693046196,348.944249792697,-1433.04393546129,723.9517875585736,-2600.5548640217016,718.4024118839415,-1799.5961197304625,991.9207405990323
DG_F3_101,-87.51512443490394,374.8054763971635,-588.9570377276887,-308.9657310312667,-1525.9532330446445,-108.93212031899469,-5321.090233196189,33.81487754982977
DG_F3_102,94.98705819327009,141.1149694298341,387.40323991566817,-15.971340334836846,638.4735657959368,38.76072177770367,4258.610427079056,212.16005490307805
DG_F3_103,553.0980399126194,83.55088357450686,1512.3589526257517,1088.9762055954634,3205.778479491757,481.7170842414447,7844.9785449098335,510.36721896224157
DG_F3_106,-759.5122600049921,-333.35612276108003,-3556.738297102473,-1028.9633242595849,-8077.580945037279,-626.426246681577,-11815.084258242061,-763.130384597853
DG_F3_107,-1116.191210512247,-177.3313141188876,-3620.974070095147,10.047975044021824,-9085.789137052067,406.25349341597047,-14286.063908207618,322.2813016657454
DG_F3_115,-159.7415915205706,-82.14222848657718,-731.6880738650341,75.00414897213687,-1321.277631901002,300.6457402859946,-3254.829357582868,399.1814665690678
DG_F3_118,56.965374852998124,30.019498245515905,-110.6068410275758,-293.46893675883223,-473.1662577555819,121.25956994264068,-1966.8209032645311,193.7488654412601
DG_F3_119,386.82546520523493,57.82409337152374,975.035999684364,-189.95198695774442,266.7113834988537,-72.54410883723376,-3575.117940645804,79.44660892492371
DG_F3_120,550.4841590098332,19.969158343319254,845.2453764163952,-57.88357552322106,1578.9836907928031,-13.185608057723288,189.12597549655598,-211.123175966858
DG_F3_121,-217.668512246797,30.43594669183295,-1300.6777375739914,-113.7326102315829,-3807.1511709511556,-308.3182400858393,-9046.3206486736035,-241.1466610193977
DG_F3_124,1041.1627481642524,44.93225429421976,3453.000883004545,301.36061766317385,9975.701223859825,167.19084094107632,21037.775708984525,415.0916054152451
DG_F3_126,649.3535373568809,140.02907331260323,2128.43183335266,703.0831481183653,4830.364460887285,384.23299366752263,6068.605846500029,815.5093398063512
DG_F3_127,497.7608425566408,-93.86092197641476,1033.0218452539223,-717.6590900394505,2600.2730809667555,-539.3806708338245,1996.6352195205486,-89.54036067637176
DG_F3_129,-1221.46321296197,-521.9790378844583,-4913.046317342666,-1565.4338392792206,-12132.761839984265,-969.4664932792501,-19669.131662532614,-799.9584112387743
DG_F3_131,95.4673137627368,31.024521476246253,348.28814911653024,44.18769693869149,-488.9602829108566,314.8347488385061,539.9073928375916,429.7509041483666
DG_F3_132,-366.14843521549227,-106.29042362435304,-1459.7250303361038,71.33553716952878,-3114.422541927696,-12.474300155611841,-3880.8280233994706,211.51187445450262
DG_F3_133,-716.6025912657498,-249.99836999396106,-2945.1601229121447,-589.9735020811071,-6336.499243324621,-451.29700158333304,-9025.908967233936,-452.72576431179556
DG_F3_136,100.25686593091928,58.38686274458783,616.0625152574653,-179.3134894117986,-713.6781840917243,-152.90968956346828,-130.89777262222825,-366.8977719442107
DG_F3_139,-109.69475137157188,16.214181229713386,184.59740126879032,233.80673627937313,1984.171721946721,25.242454156233254,5549.370215723034,145.48102664269604
DG_F3_145,611.5427329673914,69.40656622536706,1641.7324830020746,138.77478826000046,4317.292496029982,-0.5025738967434848,7945.667102780868,-218.42802940299356
DG_F3_150,-458.45456322139603,-19.48109257722407,-2013.5579562399175,182.12830469646514,-4480.151600981373,163.68878669102207,-6702.163769902127,-47.26613285734726
DG_F3_152,799.8635794293217,0.399982274017515,2095.8981616407673,-17.534130222074598,3521.786975130379,-388.5193431168375,4900.377598455156,-386.61706907108885
DG_F3_154,-98.29595502411297,-105.31087909189907,-141.44881589588243,67.64091562397854,-638.2345343364148,-152.92751197374278,650.8587861840782,-490.58035008918085
DG_F3_157,365.6474327207165,284.1469305271707,1533.2354066104074,1042.7984600715283,2592.854682067842,414.9169639216295,4214.263836558754,91.94662015849156
DG_F3_159,267.20704776514515,310.86177560494883,264.4317910306771,257.371864522489,-1311.4368088178874,170.13325557788016,-1223.4720809868204,287.834593295276
DG_F3_163,354.57607449032884,-172.87489648096647,822.3165799104689,-593.7679351576791,1975.66820535952,-378.4991515907483,4444.809425835399,-325.4101946529247
DG_F3_164,101.9861522666954,104.64375585727842,-325.1623186866742,1035.4773084857088,-934.8995083130181,65.04810134985773,-1236.928649534724,-34.29982691052762
DG_F3_165,130.19837369905122,241.61195148422385,825.0416555174645,937.9722483900773,1963.3222361474616,290.8347870190785,2363.6861655849443,-4.469024999091685
DG_F3_167,1537.4955104008236,116.15205061459885,5008.006122265394,1208.2377951510907,10705.315915760106,596.395512389284,19318.456948205225,193.39549021303057
DG_F3_175,606.3919719044791,87.0051275589211,2244.4622262313796,1130.3274689384928,5160.699009887694,901.2017926393115,6943.640448109723,294.2444824518569
DG_F3_179,390.1705467760082,-35.938378558374325,1221.570677129574,-312.1453959934459,2444.1350658725746,-466.23917042004194,6100.870932977534,-417.6714912740396
DG_F3_180,132.480923427139,-88.42068905576288,-873.1843796636416,155.96789546198906,-3963.2578484644105,52.05373191170155,-8418.276540238836,-319.58449102721147
DG_F3_185,1265.0631317573975,-154.63369592920006,2204.759087589027,402.2595097439277,2010.1603047710162,-145.54674397454667,1175.7763677216617,-409.7880731719886
DG_F3_190,-265.5678085796901,-94.74249827633285,-2116.03390635858,-208.37133446514113,-5219.971760530027,-634.565240263118,-8853.212181801731,-729.1093561315688
DG_F3_194,470.44591274105113,-68.55439835997163,1360.0062227389813,-291.14153397099227,56.238702147261726,-477.2588844912858,-1440.3587903761206,-550.030865188972
DG_F3_195,-349.133708667881,-359.8111084422055,-1379.055449335364,-686.0759726014109,-5577.832531307869,-158.99310553421284,-12037.507581983391,-251.89971123734685
DG_F3_196,-309.0839324264156,-373.8976280046298,-1355.6418339904144,-677.0366223440707,-3362.0540421434107,-211.98804571333957,-4885.879881558973,-38.20037790110401
DG_F3_200,60.59366147041042,154.13466895231812,-779.8522601810813,690.7256409238076,-6954.475261832015,18.857006645896664,-14832.59997304943,-2.2583933713919166
DG_F3_203,321.7345144465502,34.36074262377997,838.625736012005,607.5614416487587,2217.3753416602412,363.86689595144753,305.5716341868705,213.2831008852396
DG_F3_210,298.51882868453697,-2.4222022296307344,943.506820997677,684.0355418365385,1259.5637322963998,-26.162659203195453,2661.479245157133,9.127867597928672
DG_F3_212,-660.1371705453695,-364.1100922303655,-1380.3182649975565,-896.7931894201957,-3144.8498202925352,-694.3584595563398,-2947.3944048185363,-241.2169390750952
DG_F3_214,112.07975292053442,-41.84782333538029,1009.8201659779066,338.9568810921714,3520.713734102177,23.421766546171867,7445.274682573282,65.0606320537708
DG_F3_218,-181.78219742462213,-19.739119561283132,-1612.9576976303872,538.9214124664113,-3726.85143057194,72.4444798531159,-6861.104170973888,2.0800674953110647
DG_F3_220,811.786317049339,-70.04114074102877,3321.7765747434573,558.5880763126339,8129.226945095089,214.29758399418486,13362.138910314166,108.49109805779052
DG_F3_223,-865.0238748641038,-58.389862042907836,-2759.6447945745012,-11.286124731509275,-6872.7633038258355,-230.12628572624345,-11383.737861545098,-364.79494120899056
DG_F3_225,-1224.9626989790447,-507.42348523598827,-4306.886564495933,-1186.5096842026076,-9827.41163508517,-553.2298423154787,-17182.926907735495,-500.7567030079591
DG_F3_227,24.586872966194615,-33.46853591522352,192.37600943966865,502.1862458758018,415.20608563264494,311.58835807599104,-2264.5591317695316,209.69036953725953
DG_F3_230,-929.5017618627697,-188.69618654878406,-3325.3773221149886,-605.7859911465424,-7681.595216957861,-641.4981865550895,-12772.254650478873,-763.4050793893733
DG_F3_231,1.2740853133766477,-157.58345817717637,-437.0774516245713,-706.2592823003226,-1858.0829908336743,-522.5343446921742,-3082.055055559043,-365.7952944247066
DG_F3_232,495.9102990389029,159.90670239049132,883.087986929142,658.6303578778326,91.80589968310629,263.09542269600394,-3084.239799322749,38.15041221738097
DG_F3_236,486.8646037870532,132.8743207842976,982.4101303354191,770.7004406655269,2929.0760753499503,246.60982541906,163.75998456402678,-263.63629890270255
DG_F3_239,-245.9016790214144,-31.67144923356517,43.45199522026999,90.06497225016354,1754.7077130310963,266.4239887964616,3454.675486958189,111.69257735797159
DG_F3_241,626.1441219030107,-12.196562973447172,1408.2636128923991,43.46901236427615,1921.9552403340788,244.53863263878867,7948.153259244246,201.0849390289928
DG_F3_245,134.72093106344096,158.58006775771918,70.41360543021572,318.11444373527775,-2428.956828231429,213.271854388644,-4857.525795863032,-107.55521556854423
DG_F3_246,-178.47789746682813,-214.01268959127498,-647.0672389589397,-255.90088496923659,-93.384749339209,-341.72000039350485,2695.78176514936,-309.7007951418595
DG_F3_247,-533.8488879747579,-245.92529379578696,-2079.823149630785,-1050.4757556544912,-5071.465363847728,-759.9653727494539,-8539.505877389429,-829.2899106850159
DG_F3_248,-572.8742615282329,-136.60824901882356,-1470.6743822606838,-634.9735665303266,-4629.679589674756,-55.3811307697912,-5734.895783386848,93.24004377969541
DG_F3_249,-429.6498695586559,109.27785681524206,116.81672588675879,-55.1366168212511,1994.9865224749988,57.02953514068863,7429.209063940233,275.91768987459506
DG_F3_250,-126.62405745426241,-180.68638161627499,-433.0906809479025,-510.01576527252297,538.6133082588195,-636.155853889698,3518.5735507683116,-512.398588845314
DG_F3_255,161.28731188646844,-402.7968444839032,-194.99843340446867,-1126.2107754279052,1205.350970997891,-482.5084639497412,4459.009709842042,-559.0527023285354
DG_F3_257,607.1421561627111,-42.32917371955177,2829.900996389065,281.8924602454533,6152.287637785292,107.03188529762471,10284.893552114581,12.771287444396703
DG_F3_263,15.037356580791405,21.340058767661716,416.13212167834865,588.139298412263,3439.7100072540607,223.7788085874557,6727.288543105526,111.84189435350893
DG_F3_266,653.5016441150217,-223.42838065292227,1568.810015430497,110.30508619521918,3438.1699022746807,-319.0394377794908,4974.192413817565,-660.5349599115166
DG_F3_269,-702.589062234077,-106.61007576593143,-1925.4286732924354,-227.26119550355182,-4216.048268072011,-334.9905175640918,-7884.630689931539,-454.1971045799129
DG_F3_270,-323.37238191908455,-331.9431082024329,-447.3408484322654,-986.6630347800188,74.66651281004762,-600.991790767915,336.2327642135693,-536.3766049864341
DG_F3_271,-533.8625520452586,-135.31019995202018,-921.3371599022474,-482.8598206178645,-2520.1416218796608,-545.3120457175891,-301.2474367256708,-704.4737705613888
DG_F3_273,982.3744531924493,-241.5635373296034,2331.739538753696,-568.6627138624453,4093.257778994076,-464.48734068214696,5223.394158434196,-445.2068687344298
DG_F3_274,615.2712637295049,-299.50565759852566,2540.589630322805,-551.7654851011854,7444.445995883785,-294.13077345039943,14716.574213829259,-226.96564242932328
DG_F3_276,-145.19183230340448,-132.4552340883676,-392.4660718810786,192.97553333132902,824.7954789600768,349.91131281904035,2344.86880786804,24.04867568919829
DG_F3_280,-34.05592943002827,105.16412438819964,1399.2926972770501,1358.558737454269,4591.907454557459,1069.9026936783746,9040.425416029588,487.9413882715709
DG_F3_283,-1035.3408829107993,-281.6816204138507,-2715.5666275764493,-587.8189974499941,-7277.209845327334,-378.7808871526878,-10615.40127403892,-635.4882073428666
DG_F3_285,793.7556559173089,296.66475859894564,3354.2748988138765,1642.6016827731105,6783.41046619202,585.2912224811746,5681.580823128449,372.1648504657378
DG_F3_286,-19.880462220638496,160.14827453997356,355.9269398188745,282.1324765092012,-303.03522217626823,623.3559786197216,-1445.4216774125155,309.6505664321698
DG_F3_287,-795.0848952395395,-15.358382723332781,-2936.9755789266824,-198.30037683368096,-8163.993487361273,18.336259300666175,-14820.507194747688,-38.4783024794045
DG_F3_292,637.1887642065307,-163.70707606237795,3736.8450735259316,-76.1006290426494,10757.980113010126,183.59305447027234,16638.549564593006,-14.089072899474397
DG_F3_293,-209.00121646490578,-447.8808613546331,751.2201214594027,-868.7533645073675,4975.095282391265,-281.9311549073272,8330.146557187983,475.08785969951026
DG_F3_294,-405.06416197760285,-343.6310158537394,-1048.4749231243109,-336.1866253714337,-1712.9869366345206,167.60297835475018,-3053.08464442559,261.16033146126796
DG_F3_297,929.9872214772836,306.7857452451913,3936.6552990714326,712.671670003476,10219.941944713195,163.88060258836853,15701.499569057874,791.3145548621738
DG_F3_298,819.9360480992209,-171.72817954348508,3799.7482997923894,-403.75129222739463,10121.092698620358,-18.792651554040855,12704.00407654226,-269.37580628892886
DG_F3_299,-463.05823658010587,-190.05489246192957,-668.6674888723792,-367.4880662201742,-498.14530760141486,-328.84183431269537,954.2813483592846,-372.68844237463577
DG_F3_300,-991.2444991127128,-416.52241074182547,-2391.446582276223,-1130.919235853594,-4024.5661910156773,-669.7419105363107,-3532.4110532544023,-648.5170562308044
DG_F3_302,-793.8385171298659,-313.5791182410908,-1670.19556140178,-383.9768278121878,-2037.5726751407567,-248.55752760996864,-1053.372821864018,-387.24286857471515
DG_F3_304,-501.14196355867324,-165.01000342870876,-1657.2983898941075,-703.6474443508134,-2328.8875134838986,-626.4906569162398,-3908.4965094395056,-742.6933328365199
DG_F3_305,-705.1616723232628,-427.30632658922246,-2374.7751331953914,-1040.225938005087,-5145.191694771531,-405.8318363872644,-3582.09630390284,-495.9082175724635
DG_F3_307,-334.0405145745214,-111.61309321283026,-889.7757895979206,-15.670441643021192,885.6726495860402,-150.5448537224127,-1229.1381716319106,-209.79393997987518
DG_F3_309,504.21065339939935,-28.02424367389639,1017.9803464826476,247.20294405161823,801.7035874443858,-86.67558764983134,-942.1902245841436,-363.4980274535043
DG_F3_312,-1162.3036174989354,-496.92117126663567,-3373.3135132684115,-1342.017956318516,-6642.899063416107,-786.6595301159066,-10493.82332171444,-877.9102685442622
DG_F3_315,-256.24724621795843,-397.8484397149946,-1030.1933983543383,-888.0514824851767,-2746.5964115513943,-349.34270581102464,-4741.853032344452,-189.84535815007095
DG_F3_316,58.53942324494687,-213.3574163102902,966.9971795850043,5.778203415249714,1690.543948816132,-104.05987905198056,5840.37365229475,-206.05867928025668
DG_F3_317,-1375.3185589243135,-601.3338360054718,-4798.516037671893,-1767.2584367759066,-10757.59691830514,-1178.0124767497714,-13638.952633274212,-886.3173039413981
DG_F3_318,-452.6440143541652,-50.21925412246611,-547.4844747273452,893.0822088363246,-1086.4882086763473,437.52569904159907,-599.4730522863068,149.5278490829592
DG_F3_324,82.20530814996707,-128.13992987119738,759.7117042850456,-255.70684043880019,2095.3547754939377,-534.6130609762627,2800.327436959196,-602.0222090241095
DG_F3_325,130.06536014969268,87.10282571433581,792.2571589912211,703.675999974018,3279.1313633465284,-52.05908033839064,4173.206285896395,-163.37560319202797
DG_F3_328,-771.0612303332309,-377.1419753038664,-999.877086618163,-517.2814247779817,606.3318695367129,-42.54303570501262,3036.8282643970665,-23.937158134363685
DG_F3_329,356.2300897175372,-154.60292285084674,1141.8075292037804,206.1445162534139,5124.887475125506,447.3737877046098,10526.990773414269,385.50993408785047
DG_F3_330,-281.9483200691268,-239.8029933422911,-269.72988238383243,158.29035528718998,552.4616767642395,106.88549621215155,1274.774127412813,-81.79576647492043
DG_F3_331,-382.0192133919299,-266.7315352563187,-417.0295573907778,-657.110086560901,250.11727866193198,-320.16616794600674,2606.207693354392,-299.65153780541164
DG_F3_332,-333.19098720069957,-154.88523781631156,-155.25190305890072,238.07553685794792,745.8239233254051,323.89880491714234,4949.537155719851,437.9740626311285
DG_F3_333,-684.6968862525501,-268.75509003481875,-2213.246515764997,-147.07726658820175,-3693.3754737515433,-241.9405167746685,-5183.929726652584,-279.1481596227562
DG_F3_334,-1048.717149887324,-332.76708575912966,-2756.780801464941,-800.9956919431498,-4478.290227161976,-718.4317511683764,-5519.1120396100105,-660.5115919699616
DG_F3_335,-38.48255766381294,-36.59429018526468,-641.5072990304892,149.25608926139716,-2413.755064777808,-161.30259749470696,-4492.39925134023,-286.09298369895475
DG_F3_336,-748.4941434790093,-390.6963367121849,-2580.646495881983,-760.0286816956019,-3963.034198692438,-641.4575446369365,-6284.353962249272,-668.6108317880248
DG_F3_337,-203.18422209621116,-122.10693590923317,-16.446031929981025,310.1832123588636,1675.4949312270055,32.816666442947636,3741.0054114620693,-193.86775949823587
DG_F3_338,-505.678387123,-391.0610790465455,-1469.8892935326858,-114.36872176064699,-4388.898034588091,-72.16313478788982,-4113.52479276629,-233.40722199296212
DG_F3_342,-711.4388338125873,-252.42155804754617,-2674.401068605729,-356.98174658793124,-6580.1361568655775,-359.2069425863231,-9906.461938315704,-441.7954338710812
DG_F3_344,-520.5338995615796,-161.77016503821028,-1974.5086481291723,-731.6177737746636,-3513.3459212320577,-739.8262919411347,-3597.578620780298,-858.0101838945141
DG_F3_345,-70.78347331377405,275.6814526889183,-120.81153342132434,818.6552983748037,1757.3847391705372,46.01051008409119,5640.067791946017,-177.91324981801517
DG_F3_346,-101.79229892941642,-61.29836617411131,-548.8404885780614,-421.0819282820086,-592.1889703883381,-464.61974278213296,109.57176381927195,-531.4548196118545
DG_F3_349,408.12215146852714,47.20358807557115,1273.7417252879984,-751.9194312605181,5510.427939900406,-592.8199497469252,8366.564480566885,-597.3653389587279
DG_F3_351,848.0861474467486,63.02711963351643,1420.7146124388016,197.69845365545885,2055.3326232169647,67.88809703788657,249.92343843598903,18.206750136319535
DG_F3_352,-272.2213415069362,34.423482454183706,-1085.9255608560516,-42.80934851842178,-3351.1004426775125,-48.802422921918854,-5182.629368087265,41.346050755421004
DG_F3_354,-269.72442627256896,-127.73936456534317,-788.8609463390126,-666.1635683996913,-3402.278562332228,-187.46673674372153,-5835.259277227917,-7.659050579417693
DG_F3_355,19.467514926762565,-8.045654702837098,336.4624425892335,-279.645003421627,-899.453852355381,-233.24514101052358,-1226.6627061846787,-59.15186135701905
DG_F3_356,382.4106736895447,349.63781480651437,2044.4083148218615,1312.9185033544898,6452.250393636295,360.9760792163234,10111.092718739319,384.2768484969327
DG_F3_357,263.8411427583626,62.58640024446276,819.7699712324276,217.01830673826046,2158.475289960605,97.07734621643839,3163.1986891187003,-55.604845097284176
DG_F3_360,-151.7926326295011,-241.0053776369723,-1310.9275417892065,-837.2384410433225,-4698.209004363111,-704.850754706876,-8291.8766508780809,-420.61966265344176
DG_F3_363,-563.5791418605986,-101.98173392983932,-2212.5750469988807,-581.887166273568,-6918.773210301473,-464.05227132402274,-11096.84185208856,-554.8273848483362
DG_F3_364,-165.15636382918285,-48.974078249367075,-935.1973117885582,-190.0200324115835,-4606.095127800031,-150.42359037541786,-7855.905182907287,-31.449384991758713
DG_F3_365,-449.6405131428646,-127.88991721935692,-1543.6014755869758,-283.6313273198491,-5925.753884239056,-349.8850979930124,-6559.661468647345,-443.9483610270403
DG_F3_366,-127.63970108952971,-44.11342689650668,-397.60240686658136,-428.42859061355864,-1611.7768599374083,30.785948685177903,93.55703967547008,189.00194764728175
DG_F3_367,-456.3806107722629,-267.1340996584101,-1844.7052624389598,-942.8881619426664,-6440.971301322153,-720.2033010398868,-8454.93849217061,-413.0964269394712
DG_F3_368,-162.02944192531476,-142.11204069316236,-1284.4416976521054,-394.0646004824973,-5312.825168349825,-479.6551074235493,-8282.761508257001,-344.56989864166883
DG_F3_369,-125.90446369614348,-55.35079448635023,-770.5248021272714,-465.2619803980048,-3095.4972261945363,-547.2816555517661,-2895.082845889034,-383.31146474631345
DG_F3_370,-349.10029793419204,-181.84935938477025,-1688.2121513672437,-729.2265755826315,-4135.250592957332,-768.8354727128149,-4137.295914542562,-518.3261307311899
DG_F3_371,-486.9124766035492,-155.1546047089509,-1699.3123092243752,-347.5292116858262,-4911.899011828335,-122.27242162809058,-6383.396079114376,-189.98469242332817
DG_F3_372,-410.4566496159706,-209.0811972880261,-1204.0642839191148,-699.476853089521,-2617.505998883897,-397.4686211363352,-4862.328500630874,-375.697234254613
DG_F3_375,-260.14593813648645,-70.11449536124664,-1107.4228962091588,-514.6645852013414,-4158.921421890453,-610.1076703469291,-5709.689785142177,-576.7255370922957
DG_F3_376,-324.04492046710084,-118.07867430952818,-1281.5037421743068,-89.12534769177033,-3286.857480958676,-411.76334552619505,-6879.989208175601,-411.014922532459
DG_F3_377,322.22375456329047,93.3964524636769,834.6616925769788,430.2627071769433,3574.9117474843083,620.4790698796637,8373.324028229443,424.7948602186631
DG_F3_378,-151.9973944939241,-76.15248382485773,-1251.706138992564,-334.588734227793,-3156.1591435591818,-213.83904844964462,-5276.301761777116,-236.45558252772648
DG_F3_381,-156.36198241454,37.22242624456196,-221.46352969455586,-229.57968115087024,-29.628357880387473,-427.8150828222847,1048.5033817202589,-369.65764537685214
DG_F3_384,-14.564111709225429,42.73538926004295,53.167167592320595,-69.31717471795949,1610.8224303365232,188.31014891281924,3726.858599819114,-124.2452959966482
DG_F3_385,-812.8991716446952,-273.43309910256005,-2437.443271303038,-620.1250014325923,-7414.813736665029,-455.91808521882376,-11554.8055489709,-397.6589208852231
DG_F3_386,-650.4609642683394,-103.70885042178384,-2127.0449451013756,-165.0229926959942,-5568.935375376152,-209.74880743852867,-8384.932565584582,-181.13333596398974
