Genotype,Replication,leaf_W1_Control,leaf_W1_Drought,leaf_W2_Control,leaf_W2_Drought,leaf_W3_Control,leaf_W3_Drought,leaf_W4_Control,leaf_W4_Drought,leaf_W5_Control,leaf_W5_Drought
DG_F3_523,2,0,0,2223.7800948601907,2027.3005626303993,6337.475642507686,3961.8155112379095,14503.317167472373,4828.5663770818555,26190.75853118619,5125.505783103072
DG_F3_524,2,0,0,2265.89635327502,2819.3050695585252,5611.646909061181,4541.773244573825,15765.700814428232,4435.72526949993,34017.6860955414,5563.866867069028
DG_F3_525,2,0,0,2807.1908086727944,1276.7271002853802,8208.724858205618,2727.436202303593,20643.17216893463,4693.701907469474,43037.71498318462,5191.20461962157
DG_F3_527,2,0,0,1406.300362331806,1158.5710069122288,3658.1517283463536,1692.6416497124592,11158.545050653871,2433.439523648703,20701.580615259656,2996.4639716890842
DG_F3_532,2,0,0,2350.0669162705763,2082.9555465617877,4907.20826704661,3401.0529637803984,16210.108367894181,3967.7780333862092,28851.779493678936,5043.794266751336
DG_F3_534,2,0,0,4640.267372310598,1401.4053727663268,11827.779650924589,3301.6043626812825,33238.571537491785,3838.7981289477466,60737.79040550152,4852.0969367584
DG_F3_536,2,0,0,3371.4514350729523,2286.4918316322696,8866.940229732088,4481.410328921179,23542.69948851074,4261.669665782058,38053.79770911809,5139.490403926278
DG_F3_538,2,0,0,1430.5588588279904,1871.2472231984184,3804.8843632700928,3046.0159553957074,12307.393111210642,4287.285730584756,24709.626057773054,4718.034950818113
DG_F3_540,2,0,0,1241.2010530031976,1726.9598292250935,4358.061990340246,3234.728732551931,12645.00482009841,5059.279280515118,25648.454912425066,4222.653563031388
DG_F3_543,2,0,0,2675.689515385075,1935.9960725504077,5930.708286282027,3651.878150912755,17242.131258339225,3246.884986091097,30854.43928735023,5172.686222554419
DG_F3_544,2,0,0,2895.4032912715757,2015.4591776089187,7730.307863622861,4693.696364304706,24511.82694280184,5826.899184280968,52494.1741042625,7969.137151385255
DG_F3_545,2,0,0,2477.2208120584824,3144.9786515607875,7908.076513051452,5954.34483210967,22844.0167489784,7924.514975838127,44889.13505001672,8919.49384619137
DG_F3_546,2,0,0,2364.087869644799,2154.1248326405407,5347.827160712366,3588.2638105853835,14950.937502695366,6620.488887430916,31578.694013303477,6988.018830603352
DG_F3_547,2,0,0,3024.479494627651,2124.5226509298795,9639.241849090939,3777.894258383407,22448.972657064285,7476.2772075041275,41469.41347280602,8106.04409823944
DG_F3_548,2,0,0,5068.139818097601,2260.6986371378234,13013.970149580944,4059.3439636368157,34122.62425332618,5705.523704232912,55396.32436524911,8971.222494956015
DG_F3_549,2,0,0,4079.5388693339564,2400.6572065898827,11027.16890345353,5265.667085668023,33114.16934408886,6760.714680097255,57402.14365964886,9016.73110447115
DG_F3_550,2,0,0,3108.0452182795825,1129.566067369922,8735.923883255826,3367.957198598979,22970.55372493759,7671.451887699235,45231.64963339975,7926.854384768332
DG_F3_551,2,0,0,2268.809279014985,2327.2795447461936,5731.896655474503,4856.001018314486,13870.772957925088,8920.340415236285,25148.69306508284,10106.966433971242
DG_F3_556,2,0,0,1652.3752280547233,2358.506189667409,4609.452477229021,5650.929514997099,13492.164317210681,7384.161906106401,25233.62793676588,7415.4900369286115
DG_F3_561,2,0,0,915.1839038229298,653.7083280495497,3561.1347707452023,1966.6022271741567,11704.361239270653,6915.141025074046,26352.102333045408,13000.47711334053
DG_F3_562,2,0,0,629.2117301866565,498.2422597814823,1860.6129358925136,2372.3537687874277,5238.887309556357,7059.398746678361,13155.259920042248,8495.006651413129
DG_F3_563,2,0,0,964.0290623588517,767.8780506625206,1675.933978758546,1194.6104349451707,3166.776658354727,2894.4288550368283,4556.636737521197,4094.7487870693267
DG_F3_565,2,0,0,2599.066885434821,447.3411527316714,5729.48221408957,1241.9530831151105,14017.73799023488,3477.121429609342,23782.991932862977,6164.806699051827
DG_F3_566,2,0,0,3927.87381680986,2321.98687262262,9914.51641680242,5642.980634440106,27035.660084924322,13326.20355378171,53200.66790354099,12545.197512774968
DG_F3_568,2,0,0,3165.8293536237643,1208.1547672666863,8007.729742461876,2839.6676149896102,24122.823277390617,5244.777433703854,44337.585294650875,5301.324125218438
DG_F3_573,2,0,0,4703.3157947527625,3581.4209679175624,13091.829922972543,4850.658542987256,32579.549881459418,5784.083057900272,54345.850700660754,7527.8540202504755
DG_F3_581,2,0,0,1343.3684377686973,604.9489149353738,3139.279053335942,1648.3849731325956,11323.626903798933,4125.376350664398,24026.364462499223,5638.492224358584
DG_F3_582,2,0,0,1328.6107083415473,903.3156226749364,3244.510850776681,2345.260092033227,11346.106943694313,5893.577523845231,28309.055616786056,6709.318651136263
DG_F3_585,2,0,0,1305.7102212393622,1712.5542248897484,4631.461720026026,3062.2028092145774,13416.126482854563,4215.630221314748,22899.855713704572,6319.296013271925
DG_F3_589,2,0,0,1668.1996016550665,2393.201126176525,6941.729730267865,5817.034941397443,22253.414624238794,8225.743287456911,43300.03997966992,10443.231946143282
DG_F3_592,2,0,0,1864.710963631525,1262.4393096752262,6800.9130805225095,2962.771870458568,19296.429815584284,4464.653393838655,43467.8757903561,4279.33006429314
DG_F3_594,2,0,0,2321.967591440168,976.1775102383056,7293.79738951686,2098.7207947187926,20687.01608506798,4056.1035484154545,41057.91568593399,4403.060767405127
DG_F3_595,2,0,0,1474.9177631519315,1040.1279607682934,4449.838024570673,2893.0163972732453,14488.723576835415,9856.647249893287,28991.02647399385,10891.516698310414
DG_F3_598,2,0,0,967.0562522735529,1666.716790069575,2711.124378902792,4548.671669906103,8873.234593615614,8480.764004400422,19784.971192452835,9260.747743114065
DG_F3_602,2,0,0,1375.634613030381,1188.0884320108282,4806.62475175541,2628.270002523762,13319.134089952484,5962.152323148598,27848.76104308982,5185.986544531563
DG_F3_604,2,0,0,2647.0270885917944,1271.1828336044239,7195.215815045357,3122.864843535139,18731.764302714553,5629.360988452499,32195.618097761442,5907.316129920329
DG_F3_606,2,0,0,1843.6092565292734,1686.695611702457,6069.76024057454,3241.0641138909355,17733.51448512045,6260.350605499948,34711.641923205076,7118.300420291686
DG_F3_607,2,0,0,2543.946206477902,813.9656102134171,6572.216068611912,2396.892278833386,19016.222767385312,6798.574303150875,34193.73332421864,10055.354148837248
DG_F3_608,2,0,0,1963.6459290915627,1748.493503835076,5703.6422772223,4042.4141833118206,16207.51287544699,6968.82598004623,31449.691738589496,9916.659109121563
DG_F3_609,2,0,0,2777.6394835829565,2421.4158161620016,7966.01570630702,5623.369907554199,22919.401270249225,6467.243274302935,44298.574145713166,8455.149861182903
DG_F3_610,2,0,0,2208.0808253777277,1495.7128603435237,6612.211397496654,3032.7486230170744,20518.51536535696,6322.946489172617,33564.558748202246,6529.047746088391
DG_F3_611,2,0,0,3500.3681097104345,2169.331725351019,9419.61331233849,5859.524682226407,25032.357522620518,15187.908279132753,52140.04419763262,13459.585728296623
DG_F3_612,2,0,0,2212.3344737653756,1070.612504545117,5726.154760118466,2772.907524405354,17463.00347424703,6949.216275151113,37637.29931155992,9626.648819735428
DG_F3_613,2,0,0,2701.2704310209756,745.2419226137299,7015.136888738598,2199.017384819201,20282.473528765244,2851.4186752983637,39400.95272050187,3575.1350615872766
DG_F3_614,2,0,0,1977.6105967532258,2302.6794564379575,5898.59900179418,5714.857524991057,17065.760719871425,9738.176371546402,36981.294823349206,9595.580106877156
DG_F3_617,2,0,0,944.4878281464246,683.3373685747238,3674.3162149302316,1279.6996342175523,11195.262882619158,2619.6565303959037,22443.20089561907,3026.3015254486836
DG_F3_618,2,0,0,1942.30299748882,755.0166578817042,4879.740299963758,2526.8105483882446,15446.1759606576,7065.605317630847,33896.29922737102,6706.2060795298285
DG_F3_619,2,0,0,1158.2247900385119,778.6902861802939,4502.553019095694,2312.12225052752,13620.31327705413,6345.813408369988,26420.736849329438,7334.430426852074
DG_F3_620,2,0,0,1838.9921925297276,1510.0229701074077,6041.598300336732,3409.4196391440787,19639.575079498336,4263.957516642836,35582.59798406373,4188.297961261721
DG_F3_621,2,0,0,2442.747335478572,1061.8411532470855,7631.705466573206,2318.5386292652665,23497.948434780206,7313.611786576954,42253.081449115394,11503.316001111394
DG_F3_624,2,0,0,2128.8198343927334,665.8521813073659,7219.954370801608,1842.8102119288553,19947.033737630074,6161.391389159232,32874.5177218786,9450.381991944436
DG_F3_628,2,0,0,2630.09182114095,1147.2766084461705,6464.751982368669,2799.3256742324857,20395.442243488917,7894.183214740185,34174.4937393537,12597.534776239097
DG_F3_630,2,0,0,2100.806001622578,1835.9999982566317,7139.645307913272,4262.760194283786,25958.29439489918,7899.045828041639,47067.89180422104,7556.488273759698
DG_F3_632,2,0,0,1825.0292520855405,1622.6990535113778,6046.16698924108,4438.031192273876,16446.540559107118,8735.177164670271,30035.469501701067,7447.217480425541
DG_F3_633,2,0,0,1965.8614452942566,588.7124074549847,6085.71537725206,2029.5065736115403,17384.385369853204,7000.074172803811,38604.83657808879,7625.153323639026
DG_F3_634,2,0,0,2556.569801238977,1934.1918997025068,7936.0756521270205,4168.71279732241,22700.279027537814,7468.023567255989,43252.9273378341,8362.903711196694
DG_F3_635,2,0,0,1974.064407083109,1659.2195576480449,8309.682689417086,4284.095384787643,23636.768189704737,6139.91715530257,43674.91924188015,5809.149307567125
DG_F3_636,2,0,0,1957.0230243666228,840.6282942521485,5709.621522094841,2913.4124417530743,16542.994382597048,5373.934761318019,31172.320716740945,6512.038703347392
DG_F3_638,2,0,0,1274.336539426258,700.9492420779524,3817.3554170430402,2464.780971951407,11221.640711068128,8042.941973732861,26043.18020996042,9122.855733615987
DG_F3_639,2,0,0,1410.9127920295866,253.79652378905973,4989.711469999644,692.7356473842465,14991.608790953394,2650.59600121487,34130.99530451343,5604.284956691115
DG_F3_640,2,0,0,1874.3166116145449,2813.4531635302947,6163.193709238951,6186.493164936859,19571.195985669525,6095.190910219663,32979.19816124641,6619.883096435653
DG_F3_641,2,0,0,1207.959014001749,2175.9472555837747,4309.318054323945,4940.066591537102,18052.504913144523,6077.339468115724,31795.6917881583,5811.9780662042895
DG_F3_642,2,0,0,325.17231956936473,279.3718768412198,1272.9697717201939,1108.516718866428,9389.697714782698,4122.996249659432,17506.42558030167,8820.106362271314
DG_F3_643,2,0,0,2776.588285462092,1933.2280756719854,7598.954823532216,4444.5132227895665,27238.485253906783,6516.159871817145,46878.015648850414,6293.514876489498
DG_F3_644,2,0,0,535.0035511073855,671.8111531513732,1845.32854785266,1536.5427990781077,7246.871783560414,4229.32442933086,17441.190439349986,6814.671886944494
DG_F3_004,3,0,0,5862.071195554242,3234.7973375420206,16224.176430362444,7776.375084138033,31935.408054158812,10706.025996801503,41735.78782327498,11302.753533287814
DG_F3_007,3,0,0,7199.983848236059,4535.690118226529,17197.204544313765,8211.071384800804,35060.184412113806,13562.738683324385,47503.21180419083,14812.281885951832
DG_F3_008,3,0,0,2484.104931144383,1129.5420246158678,7825.913371581489,3208.9165996258266,15107.931848149692,4493.926018106946,19674.03513892038,7279.978152985789
DG_F3_009,3,0,0,7588.50738024414,4393.204424406882,23645.184841286376,5999.447582037677,49517.00016333378,6167.302911022092,68141.90403219484,9295.418156520338
DG_F3_011,3,0,0,4481.59005054318,3798.3577006416,15151.322185765315,7594.24110136398,33353.92049578223,10807.54276351997,59033.33892458931,12131.962890862555
DG_F3_013,3,0,0,3592.7968138498763,2367.3902726218867,9898.550958803113,2808.945349883349,23318.840395023097,3317.1010289883907,44127.54051210277,3859.617388328197
DG_F3_015,3,0,0,5048.317627551263,2038.2913042674813,13818.49430659994,5269.45011266669,28200.054232623785,8983.607443649173,42934.5964842107,10100.434678861422
DG_F3_017,3,0,0,4514.825377273728,4002.6943984002855,15957.577501880456,6260.248422851918,31779.871457267094,7486.8126477953,49821.02652244215,9164.829652324544
DG_F3_019,3,0,0,3400.5952628076425,3003.5087577080894,9011.272948876955,7434.489869110861,23312.294834909357,11772.357808534016,37530.43314669609,12056.261132364622
DG_F3_020,3,0,0,3824.925685108429,4539.394597071815,13658.250246604688,7176.045590729136,31940.62982049649,9409.452287266087,46664.80149937221,10020.826214110566
DG_F3_022,3,0,0,4327.295038848878,3000.5958345064555,13179.180322933642,5411.03696680019,27875.756226425554,8617.377078199015,40399.9388378859,8536.605792709506
DG_F3_024,3,0,0,7424.212588125082,4139.633413191116,21125.554323048033,5804.35831462967,43836.81031579893,7752.143218598779,63352.81427677082,9029.312252899992
DG_F3_028,3,0,0,2578.473585403891,2471.5192755975236,6832.976173409366,5100.382578895052,18068.864901452664,7660.499092597039,31807.269196681187,8560.5406684382815
DG_F3_032,3,0,0,3845.15604815286,3435.0062546865206,14045.96788167393,5185.451091331636,32293.76139792749,7516.094565697269,54022.22870278083,8561.678024709667
DG_F3_033,3,0,0,6437.344130363401,3029.4925554287374,18736.57283968921,3503.983740676248,38081.34488287525,4375.945802377801,60958.25092664553,6006.23598557613
DG_F3_038,3,0,0,2618.044288362391,2406.9115014846802,8987.551772617055,3222.8089547233553,23233.37031601362,4717.190529166253,42490.70229452888,5652.509940567079
DG_F3_040,3,0,0,2530.8496559377613,2644.0414633773826,5310.461216826609,3151.3028307214345,17214.437357514016,4873.09746342238,31413.473319503904,6470.086458061319
DG_F3_042,3,0,0,3242.8484494342597,1356.4164657838191,11990.982250587847,3795.2577113852567,27180.141015879595,5797.6134999703245,41325.66922929831,8294.19093324104
DG_F3_049,3,0,0,1711.8809187310965,1966.7363762487653,6171.8011385703885,3259.7685133681584,11572.225730235636,4520.01948466885,19284.071896729667,5413.138997413495
