Genotype,Replication,drymass_shoot_Control,drymass_shoot_Drought,drymass_root_Control,drymass_root_Drought
DG_F3_412,2,1.3600000000000003,0.8199999999999994,0.2999999999999998,0.35000000000000053
DG_F3_415,2,1.5300000000000002,0.8099999999999996,0.39000000000000057,0.34999999999999964
DG_F3_418,2,1.79,0.4800000000000004,0.5999999999999996,0.28000000000000025
DG_F3_426,2,0.9499999999999993,0.3899999999999997,0.20000000000000018,0.14000000000000057
DG_F3_430,2,1.2100000000000009,0.5699999999999994,0.34000000000000075,0.34999999999999964
DG_F3_433,2,1.8899999999999997,0.5599999999999996,0.41000000000000014,0.2699999999999996
DG_F3_437,2,1.12,0.39999999999999947,0.39999999999999947,0.16000000000000014
DG_F3_439,2,2.3099999999999996,0.7000000000000002,0.4300000000000006,0.20999999999999996
DG_F3_441,2,0.6900000000000004,0.2699999999999996,0.1900000000000004,0.10000000000000053
DG_F3_442,2,1.7299999999999995,0.5099999999999998,0.6200000000000001,0.27000000000000046
DG_F3_443,2,1.33,0.5999999999999996,0.41999999999999993,0.29000000000000004
DG_F3_444,2,0.79,0.47000000000000064,0.3800000000000008,0.16000000000000014
DG_F3_448,2,1.6500000000000004,0.6200000000000001,0.4400000000000004,0.20999999999999996
DG_F3_449,2,1.1499999999999995,0.6299999999999999,0.4300000000000006,0.34999999999999964
DG_F3_453,2,2.0299999999999994,0.6699999999999999,0.6699999999999999,0.3799999999999999
DG_F3_456,2,1.3599999999999994,0.31700000000000017,0.46999999999999975,0.20999999999999996
DG_F3_458,2,1.37,0.7200000000000006,0.4399999999999995,0.2400000000000002
DG_F3_459,2,1.7699999999999996,0.5099999999999998,0.4500000000000002,0.27000000000000046
DG_F3_460,2,2.05,0.5,0.7599999999999998,0.23000000000000043
DG_F3_461,2,2.9000000000000004,0.8099999999999996,0.9100000000000001,0.2999999999999998
DG_F3_462,2,3.0999999999999996,0.6600000000000001,0.8700000000000001,0.29000000000000004
DG_F3_463,2,0.7600000000000007,0.6799999999999997,0.41999999999999993,0.3700000000000001
DG_F3_464,2,1.7800000000000002,0.9799999999999995,0.4399999999999995,0.3899999999999997
DG_F3_465,2,1.5499999999999998,0.4399999999999995,0.45999999999999996,0.20000000000000018
