Genotype,shoot_w_Control,shoot_w_Drought,root_w_Control,root_w_Drought
DG_F3_159,-0.018391770145203913,0.04551468344108063,-0.0077222594769374665,0.0054226600289789964
DG_F3_163,0.041652988675271105,-0.012960979493669915,0.02684065895931399,-0.0015997541870132713
DG_F3_164,0.012796343150735537,0.037072918029689116,0.007477253022448966,0.01830558813864526
DG_F3_165,0.06866385854647838,0.041188592206655716,0.02099997893534642,0.02252324195488136
DG_F3_167,0.20341933438267315,0.037939581328022116,0.04303679801187311,0.001351840934336478
DG_F3_175,0.07807506969909801,0.02356098943673897,-0.020866131849201226,0.007288225382509672
DG_F3_179,0.042790547508423336,-0.009214464719235855,0.019452290792349662,-0.0026132418108268125
DG_F3_180,-0.05629731857331356,0.014587946697205935,0.0011699178565893066,0.006950499391992559
DG_F3_185,0.11490557718394934,0.008088094408259024,0.028999088955226637,-0.004959756501587245
DG_F3_190,-0.09181254396144697,0.025295466832431075,-0.01221571514286163,-0.005397782403914211
DG_F3_194,0.045996881181392266,0.006052310633287211,0.011257345280466919,0.002758350838763894
DG_F3_195,-0.17572611308283084,-0.026709205441696096,-0.027570565836495656,4.532995225911758e-4
DG_F3_196,-0.07133264475553364,-0.022933292223153368,0.013709738326383464,0.001140148551526927
DG_F3_200,-0.28024811706676855,-6.189078801737644e-4,-0.08536577931964551,-0.0020463148083876377
DG_F3_203,-0.0037701274416385403,-0.006291870388958835,0.03818941013886814,0.0048020780891819045
DG_F3_210,0.09352935212588777,0.01029610786262811,-0.019037970468864168,-7.634772028690058e-4
DG_F3_212,-0.08229249366602605,-0.041068063675604984,-0.04267674005206846,-0.014010185504194906
DG_F3_214,0.08059654126065727,-0.018205551460082212,0.03704065277598237,0.004033138335280795
DG_F3_218,-0.056080669058660305,0.02192554703961402,-0.03441010822115358,0.002382181328384682
DG_F3_220,0.16763166598540713,-0.0018390958146787678,0.041288493231662754,-0.002569965035276084
DG_F3_223,-0.1693730792238944,0.011965269088506198,-0.049845467787538664,-0.0016890647901999386
DG_F3_225,-0.3041236216141124,-0.07780937737042853,-0.0847647224292958,-0.008751493457692978
DG_F3_227,0.027708591714114227,0.00995548118788105,-0.026332753585027655,0.002614287423644156
DG_F3_230,-0.14920054197573715,-0.034515981889746625,-0.027912538937167528,-0.015504685808925217
DG_F3_231,-0.09275008453850823,-0.052772894065956345,-0.018328473520219445,-0.009003937566440866
DG_F3_232,0.017728815799337515,0.02935587096770689,0.0013909074577392049,0.0032433538879153043
DG_F3_236,0.13351762390982433,0.03685064625899572,0.06589811370541541,0.003526795866806778
DG_F3_239,0.01385574079694332,0.003479522067675938,0.003899038321335376,0.002305432807763074
DG_F3_241,0.08252477621778982,0.009707764272152055,0.027827545031484626,0.0026954902554954183
DG_F3_245,-0.009234002645790456,0.024700451295451262,-0.03632167320281707,-0.0015893777049897934
DG_F3_246,0.047285472867391445,2.7984013752534414e-4,0.022534386007980203,-9.608766044354012e-4
DG_F3_247,-0.11340693653295914,-0.06167452832907969,-0.008424681183294988,-0.009169391852281281
DG_F3_248,-0.09598680844427636,-0.016769739162532465,-0.07053752387280175,-0.009726473895231387
DG_F3_249,0.011753162869826951,-0.009049325971122384,-0.022454011487276427,-0.003997502809549879
DG_F3_250,0.06437436845785958,-0.04042818695761835,0.0028301308262430793,-0.00576911471159164
DG_F3_255,0.05590137975746876,-0.03541590132811717,-0.043691818238366674,-0.017497161678217365
DG_F3_257,0.1310747800096836,-0.010483701405310632,0.01940273439611538,0.0022631196565809277
DG_F3_263,0.10447496278371331,0.0057328975580537974,0.010247539852698863,0.008045008891765943
DG_F3_266,0.10550602958199773,-0.02070754421260757,0.00809913860253655,0.006401850509289218
DG_F3_269,-0.03984131766844334,0.005328292753137,-0.03602490291504606,0.0010699918581381313
DG_F3_270,-0.013490032299701178,-0.048185727428605996,0.012744000348924922,0.006289970024931729
DG_F3_271,-0.03808049302942779,-0.06755153359653514,0.003559286390067644,0.015454827361740314
DG_F3_273,0.17632375102417885,-0.025444521544333423,0.07903112607772068,-0.005202966453111094
DG_F3_274,0.18166357212629478,-0.02941185495526103,0.08717780413005395,0.00922045119326755
DG_F3_276,0.04311436273526468,0.011230295673201544,-0.014854762642006147,0.012085409490675346
DG_F3_280,0.15196772942608391,0.058887864174010825,0.0469583115833291,0.02205102561101767
DG_F3_283,-0.13100976556374894,-0.01738247153965839,-0.01871470286338525,0.006856105571172948
DG_F3_285,0.11013306341301884,0.031304188363820325,0.010148498719301733,0.0023830523191740558
DG_F3_286,0.046003961016129684,0.053561489204435486,-0.007964465576521978,0.015449416819498537
DG_F3_287,-0.25768154958209605,0.03668768890929302,-0.0730326537989068,0.00817909440860676
DG_F3_292,0.27786247519631185,-0.0028149063354649894,0.11957486158141271,0.0019637627582002894
DG_F3_293,0.11843237033184249,-0.010847275874749924,0.0303331569004366,-0.0063212864377766515
DG_F3_294,-0.08336088498836494,-0.010226580242308802,-0.025728920486122627,0.009902554782100816
DG_F3_297,0.17381630364702208,0.05238714928432339,0.039273450951505494,0.008577526386292592
DG_F3_298,0.22626109708130063,-0.02203580612261963,0.0836979804817484,0.00161704123172894
DG_F3_299,0.002516763327859347,-0.006482910822824102,-0.020797278857051165,0.0010640731832680587
DG_F3_300,-0.0800991681090178,-0.04619121995712407,-0.03728719241393749,-0.00935167773846698
DG_F3_302,0.026113876676884223,5.233339197037581e-5,-0.013321293051772638,-0.005924779225823207
DG_F3_304,0.04691446958143004,-0.009275379572939828,0.035414374322085496,-9.145041355085509e-4
DG_F3_305,-0.07181774767116116,-0.030523209163294197,-0.053236790988286334,-0.011818586732982545
DG_F3_307,0.05490000046111573,0.008234326162874617,0.014817372029995791,-0.0012318746283601148
DG_F3_309,0.11506602342638093,0.03493148120141834,0.038622188407704976,0.00448854956507768
DG_F3_312,-0.10507621219205551,-0.025107149605569694,-0.01864762748574235,-0.019027050165878894
DG_F3_315,0.0030598503961275073,-0.01594823757856417,-0.05386420362572246,-0.002470697765897525
DG_F3_316,0.11591003031992578,0.03068134247059389,-0.02297260215806397,-0.0017393529853563738
DG_F3_317,-0.2558686425754578,-0.06418861556010526,-0.08307321872914412,-0.010807259447318723
DG_F3_318,0.006972092100579142,0.03131882705487057,-0.029535348305436394,0.0201240501848254
DG_F3_324,0.046256422133085576,-0.016280765953030844,0.02268532172784614,-0.008871057594904553
DG_F3_325,0.10229377618382311,0.03194852516883246,0.037356891075585645,0.0013817771163465004
DG_F3_328,-0.009033966695128357,-0.016905367688459787,-0.006352541972441954,-0.005025166520060904
DG_F3_329,0.16236699972424726,0.0223403022177677,0.04618058544616924,0.0028840729475983536
DG_F3_330,-0.005769005516142583,0.006348475913759779,-0.03491836336592496,-0.015369877946015872
DG_F3_331,0.005261769649918432,-0.040880181016474317,0.014890910998640062,-0.005727379030123673
DG_F3_332,0.06895704603342745,0.01497741437293725,-0.0020396140508286685,-0.0019448313410653935
DG_F3_333,-0.028450152047082556,-0.012617334528065407,-0.03402784007261471,6.217338675849111e-4
DG_F3_334,-0.11354315784538328,-0.051563011137888234,-0.010425499286079831,-0.012731398662895478
DG_F3_335,-0.047775355371121445,-0.007529676347815504,0.018440236097420553,0.001777968562138579
DG_F3_336,-0.09956040944854222,-0.042591104793360125,-0.04382902180251435,-0.008271913872244956
DG_F3_337,0.05301635460547095,0.011583059298927893,0.019113344949523502,-0.0013145405746474005
DG_F3_338,-0.06966425588569576,-0.007078633858969691,-0.017688491809820236,-0.004525014522961508
DG_F3_342,-0.10032369795613197,-0.019638054506566534,-0.02508824017359041,-0.003891449245148957
DG_F3_344,-0.15426623981783694,-0.08177217920527917,-0.07035927366039822,-0.016752382216280604
DG_F3_345,0.013518136583818209,0.008828500215418625,-0.036122163127312035,0.015922920008365444
DG_F3_346,-0.07865480161719807,-0.03842499856718577,-0.05476667274690763,-0.0035271818180477844
DG_F3_349,0.0809346035818831,-0.05994326656089443,0.01270858822984148,-0.010035317480714137
DG_F3_351,-0.023285121605629438,-0.003392541977683257,0.02650242289884002,-0.0027740021660834138
DG_F3_352,-0.10012964990156746,-0.002289998982853551,-0.046995171602851035,-0.003318204759884135
DG_F3_354,-0.11633966764718014,-0.02203519667917641,-0.04958184450276577,-0.0032466767072658782
DG_F3_355,0.002843023726613754,0.006176763099781827,-0.013290198946583431,-0.014097194395842422
DG_F3_356,0.13894005207099402,0.053457175247578245,0.01608652769747967,0.0018175515313564236
DG_F3_357,0.011085874942778922,-0.002455601469373398,-0.001073793278154464,0.005231267213321789
DG_F3_360,-0.07512909026272381,-0.03978841019547958,-0.020008182403131645,-0.007241981173004854
DG_F3_363,-0.13889160639087317,0.002027895649086906,-0.07842884627624644,-0.010864340357625176
DG_F3_364,-0.06384685201504434,0.010844821344191471,-0.04363628108015571,-0.004991183327537208
DG_F3_365,-0.1448440972989521,-0.03985424657957757,-0.07259295928868903,-0.013185376823574908
DG_F3_366,0.002689074924751025,0.030781250513399045,-0.02695510103156154,-0.005003087672835602
DG_F3_367,-0.11785330314337303,-0.058989821778994346,-0.06462033441620521,-0.0068454720289951865
DG_F3_368,-0.15304008883854828,-0.027204034191857747,-0.05869798380171299,-0.008990955287121558
DG_F3_369,-0.03817328283011588,-0.02401077652006334,-0.0282944086293472,0.006472399129744705
DG_F3_370,-0.1041021104458733,-0.04364234427852565,-0.06184368085756723,-0.012970235481520832
DG_F3_371,-0.06114541132466147,0.0032849856738297544,-0.047858840603461315,0.009769316881776258
DG_F3_372,-0.14689927217847853,-0.039894453160643585,-0.03026729466386553,-0.0055173071911200884
DG_F3_375,-0.06875056159143567,-0.016200557499199384,0.012807712798914527,-0.0061433060454367
DG_F3_376,-0.06649696010811287,-0.02741231170909024,-0.025999470914724324,2.7957464750414166e-4
DG_F3_377,0.10354849397899123,0.020884280498129026,-7.81322491443603e-4,0.019193107510875485
DG_F3_378,-0.10015710803564623,-0.03194512177065632,-0.05572050711885783,-0.0028570975655699167
DG_F3_381,0.02674717529285664,-0.03411049632271769,-0.007905986545537943,0.003977218426374585
DG_F3_384,0.10736016120038415,-0.006355480355977463,-0.005138151128875489,-0.0027792475663072293
DG_F3_385,-0.2318384123023061,-0.05832242090853589,-0.06509724819238524,4.463943935212744e-4
DG_F3_386,-0.20200499888433224,-0.03484477891800717,-0.0732059924833408,0.0015774436090726862
DG_F3_387,0.0013665618012434462,0.019488453338704366,-0.004803060259140128,0.012273241677130158
DG_F3_388,0.02463981718355196,0.010522723848333181,-0.0031286873886116314,0.009301941972382472
DG_F3_389,0.06891650105307554,0.0032767729303613017,-0.009114400577517523,-0.009141546580651994
DG_F3_402,-0.1285496068156674,-0.01090457211943758,-0.04270363982892333,-0.007259663343609278
DG_F3_403,0.028224733239282873,-0.0019025484915022167,-0.018973018701019324,0.006902390030150704
DG_F3_405,-0.062237878693106846,-3.027822680211708e-4,-0.026151509326390196,-0.005264758680142383
DG_F3_406,0.023942676008801043,-0.05889520493428564,0.012261867783455135,-0.010278006446248617
DG_F3_411,0.06782838979315935,0.024763896624941346,-0.0036727834584901206,0.02151443775741207
DG_F3_412,-0.023849680023666078,0.04603594585366768,-0.037929623895196315,0.026962338598886595
DG_F3_415,-0.009992755190270534,-0.008724366715408586,0.0013374850387599048,0.007690924898832562
DG_F3_418,0.044306659157680915,0.0021484850009619123,0.04213467565224164,0.020322823027075426
DG_F3_426,-0.1407226833491942,-0.028338701913049175,-0.08008388073414449,6.272534135272094e-4
DG_F3_430,-0.08689901726174883,0.011345556006614453,-0.05570457476032935,0.006524712018379154
DG_F3_433,0.0292713585304156,-0.015788932212713384,0.006599677606384607,0.004851554426904416
DG_F3_437,-0.08973861373373271,-0.019432804922870316,0.01664214808252769,-6.982904086546556e-4
DG_F3_439,0.141203506112494,0.007351808367111878,0.051346893999423854,0.0023653542215019505
DG_F3_441,-0.22287074665824472,-0.03969314879051456,-0.08029929386592002,-0.01458701420034206
DG_F3_442,0.0407673410371884,0.01925539881962628,0.03336739179361451,0.019572622230194528
DG_F3_443,-0.0449819886125866,-0.0048438185254471074,0.033832919335606074,0.013641405257047167
DG_F3_444,-0.05253661907157794,-0.044111925162115304,-0.0036434286314326893,7.086670692737409e-4
DG_F3_448,-0.056351679754703586,0.0029237589271391886,-0.004020998528974955,-0.0030606078817000818
DG_F3_449,-0.09401748254896694,-0.03204813250522986,-0.02362071377079007,0.002179606479565203
DG_F3_453,0.10802572199818122,0.036031931888331876,0.0559054368112724,0.025894034690788076
DG_F3_456,-0.10284190477029014,-0.030239293144254022,-0.010071736992115726,0.004847927256510989
DG_F3_458,-0.06489184796609092,0.06149447582509292,-0.019588369518807484,0.010487172636519273
DG_F3_459,0.14856199155568073,-0.021061270440545773,0.03784598431476382,-0.003554270734756287
DG_F3_460,0.1134716718201485,0.023205643831150865,0.06707975628254728,0.0017760956258766683
DG_F3_461,0.13886625551765572,0.0384317506851145,0.06978769828348141,0.012835324609744528
DG_F3_462,0.11654089053741629,0.030132521330402676,0.06972158994389682,0.015710131200827853
DG_F3_463,-0.07956812201186898,-0.0028481371144487887,-0.019256875983960958,0.006853730127653706
DG_F3_464,0.014877113783706592,-0.01232923701498312,-0.019904360039042526,-0.012697388372596992
DG_F3_465,-0.06538260506636835,-0.0012510869015821121,-0.031879752448624725,0.005485299955640166
DG_F3_469,0.10200684636294866,0.015126559069950345,0.03781169973922874,0.00932951376888974
DG_F3_473,0.05367606035906982,0.0029373079565370255,-0.02341619630230442,-0.0076128150890020195
DG_F3_477,-0.06819549272732077,-0.029496122141662546,-0.024411210660005664,0.007427490944933383
DG_F3_478,0.0657384716039195,0.01772281837473952,0.021715322795262663,-0.008372936079357157
DG_F3_479,-0.09826565000346188,0.006124920587512439,-0.04317861825278792,-0.008493919512817454
DG_F3_482,-0.05574370249019584,0.0069822258610906076,-0.04024181046383655,-0.0065083462141583785
DG_F3_483,0.19934049541778176,0.04540692434212935,0.0707827981046718,0.0013627647016590434
DG_F3_485,-0.06133957141100361,0.011677593953538165,-0.05163676281819319,-0.004762425121265313
DG_F3_487,-0.005664076294432422,0.060225527731996964,-0.015119041399746517,-0.004166262900978744
DG_F3_493,0.16015192770041253,0.06521594447777464,-1.956991946246182e-4,0.011253125666149898
DG_F3_495,-0.4124917022123076,-0.06005436846007347,-0.13616832426453732,-0.026744009471383633
DG_F3_496,-0.0960935544652982,-0.011173366344402292,-0.05437516698624765,-0.010467760789832707
DG_F3_497,-0.09486092000228942,-0.017584602243682735,-0.00994118269198767,-0.0018772455678557757
DG_F3_498,-0.04105294108730284,-0.00310442220765709,-0.010433209917663664,0.004260226058863233
DG_F3_502,0.23483777228666128,0.01156288973969022,0.018199451586755306,-0.0014818206950649674
DG_F3_504,0.06023744051378955,0.009277123392145384,0.03355131154608883,-0.0033343621570396916
DG_F3_506,0.02054608378081091,-0.014660671453942961,0.011764798420531717,-2.06233076593028e-4
DG_F3_507,-0.09393980273198192,-0.01189104394885563,-0.04287063277311578,0.008827034971323696
DG_F3_509,0.09127527343474544,0.025165909963685642,0.0197603907108953,0.0012358396513983318
DG_F3_510,-0.13479026854985426,0.0020295480462683476,-0.042240365797106716,-0.011831641018273747
DG_F3_511,-0.04887727556120371,0.036136654174765956,-0.029143068902048482,-0.005623631093043233
DG_F3_513,0.05520729425387092,0.006340738719550288,0.03383751005786619,-0.007878315647600876
DG_F3_517,0.07485628169551761,0.019892610300171937,-0.008325602782777356,-0.014105474646449342
DG_F3_521,-0.029546279311278043,-0.00651100767512388,-0.0408027656315967,-0.010747765212270834
DG_F3_523,-0.02773255113396654,-0.024061616602345404,-0.017887863632059128,-0.004912740562188407
DG_F3_524,-0.010764444968169298,0.025549622544054903,-0.031594906061485246,0.001151858198550866
DG_F3_525,0.091460188598109865,0.032910317348301125,0.014742194329445768,0.005819909036072584
DG_F3_527,-0.11016177355549486,-0.014097771974025048,-0.06884174565700177,-0.02193271872482292
DG_F3_532,0.026247679027720492,-0.0198514119626545,0.003662592995997808,-0.002014970475879098
DG_F3_534,0.2542709887146548,0.012950545350770743,0.05106637903403469,-0.01243046237536906
DG_F3_536,0.13693195564351415,-0.006893135893201975,0.062134993039569555,-0.010221693740893762
DG_F3_538,-0.057150131734816464,0.0029386627558606916,-0.006316539523961482,-0.008806231620062645
DG_F3_540,0.011118448811507484,0.0328549720772929,0.026022021032680274,-0.0056455258370003095
DG_F3_543,0.03283274249895826,-0.007289568504967084,0.01255777275314414,-0.007864400569954792
DG_F3_544,0.17462659594933735,-0.027016414150948048,0.06337721410486512,-0.008347812869764966
DG_F3_545,0.0830847851666361,-0.01703096725954129,0.04779597625812943,-0.005679425975183278
DG_F3_546,0.07066811925719897,0.03658903696940454,0.02581287475367268,0.014754825270371332
DG_F3_547,0.08075061385289328,0.018880974395765478,0.01742763768459128,0.007484882139787166
DG_F3_548,0.24345021554826896,0.01826148468515775,0.09398581923302375,-0.004006886500269311
DG_F3_549,0.1501969501322685,-0.009269148599373086,0.06653438288974761,0.0019119348220525455
DG_F3_550,0.04687442220928858,-0.003460595968978656,0.013492681111242072,-0.002622733075353133
DG_F3_551,-0.06779746827268768,0.018762452396052245,0.03175362574855928,0.004254860233589861
DG_F3_556,0.034158655488785876,0.029410858449182165,0.02741657505751145,0.005137578732981386
DG_F3_561,0.023420471495067666,-0.018299568179694248,-0.019057999408464903,-0.007776030377789784
DG_F3_562,-0.27749180980998,-0.04448192472511513,-0.06821630949271833,-0.012416372762685896
DG_F3_563,-0.24768742327953863,-0.02187650870432956,-0.06640061835667749,-0.015485462523383455
DG_F3_565,-0.031111074000449473,-0.024963387246538068,-0.047979545065647305,-0.014692400108711997
DG_F3_566,-0.1357219801963795,0.023771179524374117,-0.03838001478247238,-0.01153973418773056
DG_F3_568,0.025861811132564354,-0.05068562349481302,0.06329035320721552,-0.0100848683460264
DG_F3_573,0.18978531221491043,0.030493960609367966,0.09780983558006837,0.007942219748176944
DG_F3_581,-0.015519470782315796,-0.03898793449475315,0.002988031138196028,-0.008655562316453914
DG_F3_582,0.04417327741745991,0.012619604353306066,0.03447442226936248,-0.004006886500269266
DG_F3_585,-0.024926603956460503,-0.014974683646256858,-0.01458204731375938,-0.012754099007406771
DG_F3_589,0.12196875519344261,0.05042895126924745,0.0648144785864043,0.012348402452229871
DG_F3_592,0.15014878041150712,0.004262330368432251,0.08459885276088541,-0.0010982111980579383
DG_F3_594,0.1016026231625465,-0.025855020085822644,0.09831872331909747,-0.002366624938584565
DG_F3_595,-0.12089635413801086,0.01100606927795685,-0.03538032507252691,0.0010229667930041985
DG_F3_598,-0.10580754866231137,0.022591785739835786,0.013874709754757734,0.003902484379075133
DG_F3_602,-7.170174528262174e-4,-0.009110341354790443,0.0406011215025618,-0.00634454978807775
DG_F3_604,-0.044575430783187736,0.029920457631605755,-0.0028998622100119597,0.007350234143591922
DG_F3_606,0.03827494366380382,0.008292847471650442,0.033675044255069064,1.2003407158002812e-4
DG_F3_607,0.001368842133754474,-0.020265855926456664,0.04923385875202429,0.007101601053319595
DG_F3_608,0.0923997929339208,0.022041261618809583,-0.01521766377853685,0.004494936900397435
DG_F3_609,0.07520490924654369,0.0156632515041325,-0.01893433179997851,-9.775696645437984e-4
DG_F3_610,0.03278866486277633,-0.01579766653629905,-0.006852162342654716,-0.004763189785424671
DG_F3_611,0.07318396670857738,0.061388293551004613,-0.0017073366020883848,0.010660213335628254
DG_F3_612,0.043252638196947815,0.07928301498704812,-0.01741937563448775,0.01604797665106919
DG_F3_613,0.02895583060204337,0.001625530095676139,0.012159598520596322,0.011212573598090735
DG_F3_614,0.025141280010042635,0.03459437145404031,-0.0018195918195408724,0.006721154581954969
DG_F3_617,-0.10256119618233528,-0.03283092645998117,-0.03157816421325091,-0.019775789079113388
DG_F3_618,0.005092278179898607,0.01668491470219855,0.03688434005432637,-2.862834025562531e-4
DG_F3_619,0.02161720134666965,0.04606989040888221,0.01726173946628627,0.008409933983466183
DG_F3_620,0.1216028165476115,-0.028956047659768138,0.04553890964018843,-0.0020868115079468444
DG_F3_621,0.06536013936900142,0.04441201733436243,0.05519040037687548,0.012281345703518364
DG_F3_624,0.001277558510641795,0.001724700786296072,0.005717541255561654,-0.0040019821131012465
DG_F3_628,0.01713925983342189,0.017084408884297103,-0.016507375075023933,-0.005524054521093562
DG_F3_630,0.10592534753331281,0.018953289252470352,0.025106624327924966,0.001041881435318845
DG_F3_632,0.11165748793432372,0.013970354907267874,0.03210952140198007,0.0067605993259781776
DG_F3_633,0.0853552982095845,-0.017380814283981267,0.041290353851136476,0.002168859238557441
DG_F3_634,0.05743978376133298,0.023859609263455584,0.03696328876708962,0.01238256559529019
DG_F3_635,0.18946560780972643,0.003058863821395459,0.10721806471818043,0.002505561658381238
DG_F3_636,-0.06428952269726605,-0.01878725631282653,0.008403928195495434,-0.0029039942181398244
DG_F3_638,0.012341979898850818,0.00563991758154664,0.05396419593769524,0.014482911024145919
DG_F3_639,0.01979168638794353,-0.028143035849575185,0.0010381569277141923,-0.007841667350643983
DG_F3_640,0.01129125593023351,0.061212624475226976,0.05334138545661145,0.023147693123762934
DG_F3_641,0.11035306221084656,0.025119929984181895,0.05660862486958977,0.012230824687480645
DG_F3_642,-0.09175737445797769,-0.025188017891018495,0.016395810702634375,-0.0057741249031825585
