Orthogroup	Arabidopsis	Hap1_v1.5_protein_chr16	Hap1_v1.5_protein_chr8	Total
OG0000970	0	0	11	11
OG0000971	0	0	11	11
OG0000972	0	0	11	11
OG0000973	5	1	4	10
OG0000974	10	0	0	10
OG0000975	10	0	0	10
OG0000976	5	2	3	10
OG0000977	10	0	0	10
OG0000978	3	2	5	10
OG0000979	3	2	5	10
OG0000980	2	4	4	10
OG0000981	4	3	3	10
OG0000982	4	3	3	10
OG0000983	10	0	0	10
OG0000984	6	2	2	10
OG0000985	10	0	0	10
OG0000986	10	0	0	10
OG0000987	2	5	3	10
OG0000988	4	3	3	10
OG0000989	7	1	2	10
OG0000990	4	3	3	10
OG0000991	10	0	0	10
OG0000992	3	3	4	10
OG0000993	4	3	3	10
OG0000994	10	0	0	10
OG0000995	10	0	0	10
OG0000996	2	3	5	10
OG0000997	10	0	0	10
OG0000998	4	3	3	10
OG0000999	6	2	2	10
OG0001000	3	2	5	10
OG0001001	2	3	5	10
OG0001002	10	0	0	10
OG0001003	1	4	5	10
OG0001004	3	6	1	10
OG0001005	4	3	3	10
OG0001006	2	4	4	10
OG0001007	10	0	0	10
OG0001008	1	5	4	10
OG0001009	10	0	0	10
OG0001010	6	2	2	10
OG0001011	6	2	2	10
OG0001012	3	3	4	10
OG0001013	3	3	4	10
OG0001014	3	4	3	10
OG0001015	6	2	2	10
OG0001016	2	3	5	10
OG0001017	4	3	3	10
OG0001018	10	0	0	10
OG0001019	10	0	0	10
OG0001020	10	0	0	10
OG0001021	3	0	7	10
OG0001022	2	4	4	10
OG0001023	3	3	4	10
OG0001024	6	2	2	10
OG0001025	8	1	1	10
OG0001026	5	2	3	10
OG0001027	4	3	3	10
OG0001028	10	0	0	10
OG0001029	4	3	3	10
OG0001030	4	3	3	10
OG0001031	6	2	2	10
OG0001032	3	4	3	10
OG0001033	4	3	3	10
OG0001034	5	3	2	10
OG0001035	4	3	3	10
OG0001036	4	2	4	10
OG0001037	10	0	0	10
OG0001038	3	3	4	10
OG0001039	5	3	2	10
OG0001040	3	4	3	10
OG0001041	2	3	5	10
OG0001042	2	4	4	10
OG0001043	3	3	4	10
OG0001044	5	3	2	10
OG0001045	10	0	0	10
OG0001046	2	4	4	10
OG0001047	2	4	4	10
OG0001048	10	0	0	10
OG0001049	1	1	8	10
OG0001050	2	3	5	10
OG0001051	6	2	2	10
OG0001052	1	4	5	10
OG0001053	1	4	5	10
OG0001054	1	2	7	10
OG0001055	1	5	4	10
OG0001056	1	4	5	10
OG0001057	4	3	3	10
OG0001058	3	5	2	10
OG0001059	2	5	3	10
OG0001060	2	4	4	10
OG0001061	4	3	3	10
OG0001062	3	3	4	10
OG0001063	10	0	0	10
OG0001064	2	5	3	10
OG0001065	1	5	4	10
OG0001066	2	5	3	10
OG0001067	2	4	4	10
OG0001068	2	2	6	10
OG0001069	10	0	0	10
OG0001070	2	5	3	10
OG0001071	1	4	5	10
OG0001072	1	4	5	10
OG0001073	4	3	3	10
OG0001074	1	5	4	10
OG0001075	8	1	1	10
OG0001076	2	4	4	10
OG0001077	2	2	6	10
OG0001078	3	3	4	10
OG0001079	2	3	5	10
OG0001080	2	3	5	10
OG0001081	3	4	3	10
OG0001082	6	1	3	10
OG0001083	2	5	3	10
OG0001084	1	3	6	10
OG0001085	2	2	6	10
OG0001086	1	3	6	10
OG0001087	1	5	4	10
OG0001088	2	2	6	10
OG0001089	0	8	2	10
OG0001090	0	1	9	10
OG0001091	0	9	1	10
OG0001092	0	7	3	10
OG0001093	0	5	5	10
OG0001094	0	9	1	10
OG0001095	0	6	4	10
OG0001096	0	9	1	10
OG0001097	0	3	7	10
OG0001098	0	10	0	10
OG0001099	0	8	2	10
OG0001100	0	1	9	10
OG0001101	0	9	1	10
OG0001102	0	10	0	10
OG0001103	0	6	4	10
OG0001104	0	10	0	10
OG0001105	0	10	0	10
OG0001106	0	7	3	10
OG0001107	0	10	0	10
OG0001108	0	10	0	10
OG0001109	0	6	4	10
OG0001110	0	4	6	10
OG0001111	0	2	8	10
OG0001112	0	9	1	10
OG0001113	0	10	0	10
OG0001114	0	4	6	10
OG0001115	0	2	8	10
OG0001116	0	8	2	10
OG0001117	0	9	1	10
OG0001118	0	3	7	10
OG0001119	0	8	2	10
OG0001120	0	10	0	10
OG0001121	0	3	7	10
OG0001122	0	3	7	10
OG0001123	0	9	1	10
OG0001124	0	1	9	10
OG0001125	0	6	4	10
OG0001126	0	7	3	10
OG0001127	0	5	5	10
OG0001128	0	4	6	10
OG0001129	0	6	4	10
OG0001130	0	9	1	10
OG0001131	0	4	6	10
OG0001132	0	2	8	10
OG0001133	0	2	8	10
OG0001134	0	8	2	10
OG0001135	0	10	0	10
OG0001136	0	7	3	10
OG0001137	0	10	0	10
OG0001138	0	6	4	10
OG0001139	0	1	9	10
OG0001140	0	3	7	10
OG0001141	0	3	7	10
OG0001142	0	2	8	10
OG0001143	0	4	6	10
OG0001144	0	2	8	10
OG0001145	0	4	6	10
OG0001146	0	9	1	10
OG0001147	0	10	0	10
OG0001148	0	1	9	10
OG0001149	0	1	9	10
OG0001150	0	4	6	10
OG0001151	0	7	3	10
OG0001152	0	1	9	10
OG0001153	0	9	1	10
OG0001154	0	10	0	10
OG0001155	0	6	4	10
OG0001156	0	5	5	10
OG0001157	0	1	9	10
OG0001158	0	1	9	10
OG0001159	0	3	7	10
OG0001160	0	10	0	10
OG0001161	0	7	3	10
OG0001162	0	4	6	10
OG0001163	0	3	7	10
OG0001164	0	1	9	10
OG0001165	0	3	7	10
OG0001166	0	1	9	10
OG0001167	0	1	9	10
OG0001168	0	1	9	10
OG0001169	0	1	9	10
OG0001170	0	9	1	10
OG0001171	0	4	6	10
OG0001172	0	2	8	10
OG0001173	0	2	8	10
OG0001174	0	5	5	10
OG0001175	0	1	9	10
OG0001176	0	4	6	10
OG0001177	0	1	9	10
OG0001178	0	1	9	10
OG0001179	0	2	8	10
OG0001180	0	2	8	10
OG0001181	0	5	5	10
OG0001182	0	7	3	10
OG0001183	0	1	9	10
OG0001184	0	9	1	10
OG0001185	0	1	9	10
OG0001186	0	3	7	10
OG0001187	0	0	10	10
OG0001188	0	0	10	10
OG0001189	0	0	10	10
OG0001190	0	0	10	10
OG0001191	0	0	10	10
OG0001192	0	0	10	10
OG0001193	0	0	10	10
OG0001194	0	0	10	10
OG0001195	0	0	10	10
OG0001196	0	0	10	10
OG0001197	6	2	1	9
OG0001198	2	4	3	9
OG0001199	5	2	2	9
OG0001200	1	4	4	9
OG0001201	5	1	3	9
OG0001202	3	3	3	9
OG0001203	2	5	2	9
OG0001204	2	4	3	9
OG0001205	3	3	3	9
OG0001206	9	0	0	9
OG0001207	9	0	0	9
OG0001208	9	0	0	9
OG0001209	4	1	4	9
OG0001210	9	0	0	9
OG0001211	4	3	2	9
OG0001212	9	0	0	9
OG0001213	1	3	5	9
OG0001214	5	2	2	9
OG0001215	3	3	3	9
OG0001216	5	2	2	9
OG0001217	9	0	0	9
OG0001218	2	5	2	9
OG0001219	3	3	3	9
OG0001220	7	1	1	9
OG0001221	3	3	3	9
OG0001222	1	4	4	9
OG0001223	7	1	1	9
OG0001224	1	4	4	9
OG0001225	3	3	3	9
OG0001226	2	4	3	9
OG0001227	9	0	0	9
OG0001228	3	3	3	9
OG0001229	3	3	3	9
OG0001230	4	3	2	9
OG0001231	5	2	2	9
OG0001232	5	2	2	9
OG0001233	3	2	4	9
OG0001234	1	3	5	9
OG0001235	3	3	3	9
OG0001236	5	2	2	9
OG0001237	9	0	0	9
OG0001238	2	4	3	9
OG0001239	3	3	3	9
OG0001240	4	3	2	9
OG0001241	2	4	3	9
OG0001242	1	3	5	9
OG0001243	5	2	2	9
OG0001244	4	3	2	9
OG0001245	3	3	3	9
OG0001246	3	3	3	9
OG0001247	2	4	3	9
OG0001248	5	2	2	9
OG0001249	3	3	3	9
OG0001250	2	4	3	9
OG0001251	2	3	4	9
OG0001252	3	2	4	9
OG0001253	5	2	2	9
OG0001254	2	3	4	9
OG0001255	3	3	3	9
OG0001256	3	3	3	9
OG0001257	4	2	3	9
OG0001258	2	4	3	9
OG0001259	3	2	4	9
OG0001260	3	3	3	9
OG0001261	2	1	6	9
OG0001262	5	2	2	9
OG0001263	3	3	3	9
OG0001264	9	0	0	9
OG0001265	1	4	4	9
OG0001266	5	3	1	9
OG0001267	1	6	2	9
OG0001268	2	3	4	9
OG0001269	3	3	3	9
OG0001270	4	3	2	9
OG0001271	3	3	3	9
OG0001272	9	0	0	9
OG0001273	9	0	0	9
OG0001274	9	0	0	9
OG0001275	2	3	4	9
OG0001276	2	4	3	9
OG0001277	3	2	4	9
OG0001278	1	3	5	9
OG0001279	1	4	4	9
OG0001280	5	2	2	9
OG0001281	4	2	3	9
OG0001282	2	4	3	9
OG0001283	3	3	3	9
OG0001284	1	3	5	9
OG0001285	3	4	2	9
OG0001286	3	3	3	9
OG0001287	2	5	2	9
OG0001288	3	3	3	9
OG0001289	2	4	3	9
OG0001290	3	2	4	9
OG0001291	3	2	4	9
OG0001292	5	2	2	9
OG0001293	3	3	3	9
OG0001294	4	2	3	9
OG0001295	2	3	4	9
OG0001296	5	2	2	9
OG0001297	3	4	2	9
OG0001298	4	2	3	9
OG0001299	3	3	3	9
OG0001300	1	3	5	9
OG0001301	2	4	3	9
OG0001302	2	2	5	9
OG0001303	9	0	0	9
OG0001304	5	2	2	9
OG0001305	1	3	5	9
OG0001306	4	3	2	9
OG0001307	1	2	6	9
OG0001308	3	3	3	9
OG0001309	5	2	2	9
OG0001310	2	4	3	9
OG0001311	2	3	4	9
OG0001312	3	2	4	9
OG0001313	3	3	3	9
OG0001314	1	4	4	9
OG0001315	2	3	4	9
OG0001316	1	3	5	9
OG0001317	3	3	3	9
OG0001318	4	2	3	9
OG0001319	2	4	3	9
OG0001320	1	4	4	9
OG0001321	2	3	4	9
OG0001322	1	7	1	9
OG0001323	2	2	5	9
OG0001324	1	4	4	9
OG0001325	2	4	3	9
OG0001326	1	4	4	9
OG0001327	1	4	4	9
OG0001328	2	3	4	9
OG0001329	1	7	1	9
OG0001330	1	5	3	9
OG0001331	3	3	3	9
OG0001332	2	3	4	9
OG0001333	1	4	4	9
OG0001334	2	4	3	9
OG0001335	3	3	3	9
OG0001336	1	4	4	9
OG0001337	3	4	2	9
OG0001338	3	3	3	9
OG0001339	5	2	2	9
OG0001340	3	3	3	9
OG0001341	3	2	4	9
OG0001342	3	4	2	9
OG0001343	3	3	3	9
OG0001344	1	2	6	9
OG0001345	1	4	4	9
OG0001346	2	3	4	9
OG0001347	1	5	3	9
OG0001348	3	3	3	9
OG0001349	2	1	6	9
OG0001350	1	4	4	9
OG0001351	4	3	2	9
OG0001352	1	4	4	9
OG0001353	2	3	4	9
OG0001354	2	3	4	9
OG0001355	9	0	0	9
OG0001356	1	1	7	9
OG0001357	6	1	2	9
OG0001358	1	3	5	9
OG0001359	1	1	7	9
OG0001360	1	3	5	9
OG0001361	1	4	4	9
OG0001362	2	5	2	9
OG0001363	1	3	5	9
OG0001364	1	2	6	9
OG0001365	0	6	3	9
OG0001366	0	8	1	9
OG0001367	0	8	1	9
OG0001368	0	7	2	9
OG0001369	0	7	2	9
OG0001370	0	3	6	9
OG0001371	0	8	1	9
OG0001372	0	6	3	9
OG0001373	0	4	5	9
OG0001374	0	3	6	9
OG0001375	0	1	8	9
OG0001376	0	6	3	9
OG0001377	0	7	2	9
OG0001378	0	6	3	9
OG0001379	0	8	1	9
OG0001380	0	1	8	9
OG0001381	0	3	6	9
OG0001382	0	4	5	9
OG0001383	0	9	0	9
OG0001384	0	7	2	9
OG0001385	0	8	1	9
OG0001386	0	7	2	9
OG0001387	0	5	4	9
OG0001388	0	7	2	9
OG0001389	0	9	0	9
OG0001390	0	4	5	9
OG0001391	0	8	1	9
OG0001392	0	5	4	9
OG0001393	0	8	1	9
OG0001394	0	9	0	9
OG0001395	0	8	1	9
OG0001396	0	3	6	9
OG0001397	0	9	0	9
OG0001398	0	8	1	9
OG0001399	0	9	0	9
OG0001400	0	6	3	9
OG0001401	0	3	6	9
OG0001402	0	6	3	9
OG0001403	0	2	7	9
OG0001404	0	5	4	9
OG0001405	0	6	3	9
OG0001406	0	8	1	9
OG0001407	0	4	5	9
OG0001408	0	3	6	9
OG0001409	0	5	4	9
OG0001410	0	3	6	9
OG0001411	0	1	8	9
OG0001412	0	2	7	9
OG0001413	0	2	7	9
OG0001414	0	3	6	9
OG0001415	0	2	7	9
OG0001416	0	3	6	9
OG0001417	0	4	5	9
OG0001418	0	3	6	9
OG0001419	0	8	1	9
OG0001420	0	7	2	9
OG0001421	0	7	2	9
OG0001422	0	1	8	9
OG0001423	0	5	4	9
OG0001424	0	6	3	9
OG0001425	0	3	6	9
OG0001426	0	6	3	9
OG0001427	0	4	5	9
OG0001428	0	1	8	9
OG0001429	0	6	3	9
OG0001430	0	8	1	9
OG0001431	0	9	0	9
OG0001432	0	1	8	9
OG0001433	0	9	0	9
OG0001434	0	2	7	9
OG0001435	0	6	3	9
OG0001436	0	9	0	9
OG0001437	0	1	8	9
OG0001438	0	9	0	9
OG0001439	0	5	4	9
OG0001440	0	8	1	9
OG0001441	0	9	0	9
OG0001442	0	4	5	9
OG0001443	0	7	2	9
OG0001444	0	1	8	9
OG0001445	0	1	8	9
OG0001446	0	4	5	9
OG0001447	0	4	5	9
OG0001448	0	5	4	9
OG0001449	0	2	7	9
OG0001450	0	7	2	9
OG0001451	0	3	6	9
OG0001452	0	3	6	9
OG0001453	0	2	7	9
OG0001454	0	4	5	9
OG0001455	0	3	6	9
OG0001456	0	9	0	9
OG0001457	0	2	7	9
OG0001458	0	1	8	9
OG0001459	0	6	3	9
OG0001460	0	9	0	9
OG0001461	0	6	3	9
OG0001462	0	7	2	9
OG0001463	0	2	7	9
OG0001464	0	2	7	9
OG0001465	0	1	8	9
OG0001466	0	3	6	9
OG0001467	0	2	7	9
OG0001468	0	1	8	9
OG0001469	0	1	8	9
OG0001470	0	2	7	9
OG0001471	0	2	7	9
OG0001472	0	2	7	9
OG0001473	0	5	4	9
OG0001474	0	6	3	9
OG0001475	0	2	7	9
OG0001476	0	2	7	9
OG0001477	0	2	7	9
OG0001478	0	3	6	9
OG0001479	0	1	8	9
OG0001480	0	4	5	9
OG0001481	0	3	6	9
OG0001482	0	1	8	9
OG0001483	0	4	5	9
OG0001484	0	3	6	9
OG0001485	0	2	7	9
OG0001486	0	7	2	9
OG0001487	0	4	5	9
OG0001488	0	1	8	9
OG0001489	0	6	3	9
OG0001490	0	1	8	9
OG0001491	0	8	1	9
OG0001492	0	5	4	9
OG0001493	0	3	6	9
OG0001494	0	1	8	9
OG0001495	0	1	8	9
OG0001496	0	4	5	9
OG0001497	0	2	7	9
OG0001498	0	5	4	9
OG0001499	0	1	8	9
OG0001500	0	1	8	9
OG0001501	0	1	8	9
OG0001502	0	2	7	9
OG0001503	0	1	8	9
OG0001504	0	1	8	9
OG0001505	0	4	5	9
OG0001506	0	1	8	9
OG0001507	0	1	8	9
OG0001508	0	1	8	9
OG0001509	0	1	8	9
OG0001510	0	1	8	9
OG0001511	0	0	9	9
OG0001512	0	0	9	9
OG0001513	0	0	9	9
OG0001514	0	0	9	9
OG0001515	0	0	9	9
OG0001516	0	0	9	9
OG0001517	0	0	9	9
OG0001518	0	0	9	9
OG0001519	0	0	9	9
OG0001520	0	0	9	9
OG0001521	0	0	9	9
OG0001522	0	0	9	9
OG0001523	0	0	9	9
OG0001524	0	0	9	9
OG0001525	0	0	9	9
OG0001526	0	0	9	9
OG0001527	0	0	9	9
OG0001528	0	0	9	9
OG0001529	0	0	9	9
OG0001530	0	0	9	9
OG0001531	0	0	9	9
OG0001532	5	2	1	8
OG0001533	4	3	1	8
OG0001534	3	1	4	8
OG0001535	4	2	2	8
OG0001536	2	3	3	8
OG0001537	8	0	0	8
OG0001538	6	1	1	8
OG0001539	2	3	3	8
OG0001540	4	2	2	8
OG0001541	6	1	1	8
OG0001542	2	3	3	8
OG0001543	4	2	2	8
OG0001544	6	1	1	8
OG0001545	1	4	3	8
OG0001546	2	4	2	8
OG0001547	2	3	3	8
OG0001548	4	2	2	8
OG0001549	5	1	2	8
OG0001550	4	2	2	8
OG0001551	4	2	2	8
OG0001552	1	3	4	8
OG0001553	4	2	2	8
OG0001554	8	0	0	8
OG0001555	4	2	2	8
OG0001556	2	3	3	8
OG0001557	8	0	0	8
OG0001558	2	2	4	8
OG0001559	4	2	2	8
OG0001560	7	0	1	8
OG0001561	4	2	2	8
OG0001562	7	1	0	8
OG0001563	2	3	3	8
OG0001564	3	3	2	8
OG0001565	4	2	2	8
OG0001566	4	2	2	8
OG0001567	8	0	0	8
OG0001568	2	4	2	8
OG0001569	2	3	3	8
OG0001570	2	3	3	8
OG0001571	2	3	3	8
OG0001572	4	2	2	8
OG0001573	3	2	3	8
OG0001574	2	1	5	8
OG0001575	4	2	2	8
OG0001576	1	4	3	8
OG0001577	4	2	2	8
OG0001578	4	1	3	8
OG0001579	5	2	1	8
OG0001580	3	3	2	8
OG0001581	3	3	2	8
OG0001582	2	3	3	8
OG0001583	3	2	3	8
OG0001584	4	2	2	8
OG0001585	4	2	2	8
OG0001586	4	2	2	8
OG0001587	4	2	2	8
OG0001588	1	4	3	8
OG0001589	3	1	4	8
OG0001590	8	0	0	8
OG0001591	2	3	3	8
OG0001592	8	0	0	8
OG0001593	1	3	4	8
OG0001594	1	3	4	8
OG0001595	4	2	2	8
OG0001596	4	2	2	8
OG0001597	3	3	2	8
OG0001598	3	2	3	8
OG0001599	1	3	4	8
OG0001600	1	7	0	8
OG0001601	1	2	5	8
OG0001602	1	4	3	8
OG0001603	2	2	4	8
OG0001604	2	3	3	8
OG0001605	4	2	2	8
OG0001606	4	2	2	8
OG0001607	2	3	3	8
OG0001608	8	0	0	8
OG0001609	1	3	4	8
OG0001610	4	2	2	8
OG0001611	8	0	0	8
OG0001612	3	3	2	8
OG0001613	3	4	1	8
OG0001614	2	3	3	8
OG0001615	3	3	2	8
OG0001616	3	3	2	8
OG0001617	4	2	2	8
OG0001618	1	4	3	8
OG0001619	2	3	3	8
OG0001620	1	2	5	8
OG0001621	2	3	3	8
OG0001622	4	2	2	8
OG0001623	2	2	4	8
OG0001624	4	2	2	8
OG0001625	3	2	3	8
OG0001626	2	4	2	8
OG0001627	3	2	3	8
OG0001628	2	3	3	8
OG0001629	2	3	3	8
OG0001630	2	3	3	8
OG0001631	8	0	0	8
OG0001632	3	4	1	8
OG0001633	2	3	3	8
OG0001634	1	4	3	8
OG0001635	2	4	2	8
OG0001636	3	2	3	8
OG0001637	2	3	3	8
OG0001638	2	3	3	8
OG0001639	4	2	2	8
OG0001640	2	4	2	8
OG0001641	2	4	2	8
OG0001642	1	3	4	8
OG0001643	8	0	0	8
OG0001644	4	2	2	8
OG0001645	2	4	2	8
OG0001646	1	4	3	8
OG0001647	6	1	1	8
OG0001648	1	3	4	8
OG0001649	3	3	2	8
OG0001650	3	2	3	8
OG0001651	1	4	3	8
OG0001652	3	4	1	8
OG0001653	2	3	3	8
OG0001654	2	3	3	8
OG0001655	2	3	3	8
OG0001656	2	4	2	8
OG0001657	2	3	3	8
OG0001658	3	3	2	8
OG0001659	6	1	1	8
OG0001660	3	3	2	8
OG0001661	6	1	1	8
OG0001662	4	2	2	8
OG0001663	4	1	3	8
OG0001664	1	3	4	8
OG0001665	8	0	0	8
OG0001666	1	4	3	8
OG0001667	1	3	4	8
OG0001668	1	3	4	8
OG0001669	2	3	3	8
OG0001670	2	4	2	8
OG0001671	2	3	3	8
OG0001672	1	3	4	8
OG0001673	8	0	0	8
OG0001674	2	3	3	8
OG0001675	4	2	2	8
OG0001676	2	2	4	8
OG0001677	2	3	3	8
OG0001678	5	1	2	8
OG0001679	1	4	3	8
OG0001680	2	3	3	8
OG0001681	8	0	0	8
OG0001682	2	4	2	8
OG0001683	2	1	5	8
OG0001684	2	3	3	8
OG0001685	1	3	4	8
OG0001686	1	6	1	8
OG0001687	3	3	2	8
OG0001688	4	2	2	8
OG0001689	4	2	2	8
OG0001690	2	3	3	8
OG0001691	4	2	2	8
OG0001692	2	3	3	8
OG0001693	3	2	3	8
OG0001694	3	2	3	8
OG0001695	1	4	3	8
OG0001696	2	3	3	8
OG0001697	2	4	2	8
OG0001698	6	1	1	8
OG0001699	3	3	2	8
OG0001700	1	3	4	8
OG0001701	2	3	3	8
OG0001702	2	3	3	8
OG0001703	3	3	2	8
OG0001704	2	3	3	8
OG0001705	3	3	2	8
OG0001706	2	3	3	8
OG0001707	2	3	3	8
OG0001708	3	2	3	8
OG0001709	2	4	2	8
OG0001710	2	3	3	8
OG0001711	1	4	3	8
OG0001712	2	3	3	8
OG0001713	4	3	1	8
OG0001714	8	0	0	8
OG0001715	2	3	3	8
OG0001716	2	4	2	8
OG0001717	1	3	4	8
OG0001718	3	3	2	8
OG0001719	1	1	6	8
OG0001720	2	3	3	8
OG0001721	2	4	2	8
OG0001722	2	3	3	8
OG0001723	2	3	3	8
OG0001724	4	2	2	8
OG0001725	2	3	3	8
OG0001726	1	3	4	8
OG0001727	8	0	0	8
OG0001728	8	0	0	8
OG0001729	4	3	1	8
OG0001730	3	3	2	8
OG0001731	2	1	5	8
OG0001732	1	2	5	8
OG0001733	1	3	4	8
OG0001734	3	3	2	8
OG0001735	1	4	3	8
OG0001736	1	2	5	8
OG0001737	2	3	3	8
OG0001738	2	3	3	8
OG0001739	3	3	2	8
OG0001740	3	3	2	8
OG0001741	2	1	5	8
OG0001742	2	3	3	8
OG0001743	2	3	3	8
OG0001744	2	3	3	8
OG0001745	2	3	3	8
OG0001746	1	4	3	8
OG0001747	2	3	3	8
OG0001748	2	3	3	8
OG0001749	2	3	3	8
OG0001750	1	3	4	8
OG0001751	2	2	4	8
OG0001752	1	3	4	8
OG0001753	1	5	2	8
OG0001754	2	3	3	8
OG0001755	4	1	3	8
OG0001756	1	4	3	8
OG0001757	1	6	1	8
OG0001758	1	4	3	8
OG0001759	4	2	2	8
OG0001760	2	3	3	8
OG0001761	2	3	3	8
OG0001762	2	3	3	8
OG0001763	2	3	3	8
OG0001764	1	1	6	8
OG0001765	4	2	2	8
OG0001766	1	3	4	8
OG0001767	3	2	3	8
OG0001768	1	3	4	8
OG0001769	1	4	3	8
OG0001770	2	3	3	8
OG0001771	1	6	1	8
OG0001772	2	4	2	8
OG0001773	2	3	3	8
OG0001774	1	4	3	8
OG0001775	2	3	3	8
OG0001776	3	2	3	8
OG0001777	1	3	4	8
OG0001778	2	3	3	8
OG0001779	1	4	3	8
OG0001780	1	3	4	8
OG0001781	1	5	2	8
OG0001782	1	5	2	8
OG0001783	4	2	2	8
OG0001784	3	2	3	8
OG0001785	2	2	4	8
OG0001786	1	3	4	8
OG0001787	1	5	2	8
OG0001788	1	4	3	8
OG0001789	1	2	5	8
OG0001790	1	5	2	8
OG0001791	0	2	6	8
OG0001792	0	5	3	8
OG0001793	0	8	0	8
OG0001794	0	1	7	8
OG0001795	0	8	0	8
OG0001796	0	2	6	8
OG0001797	0	3	5	8
OG0001798	0	8	0	8
OG0001799	0	7	1	8
OG0001800	0	8	0	8
OG0001801	0	8	0	8
OG0001802	0	1	7	8
OG0001803	0	4	4	8
OG0001804	0	2	6	8
OG0001805	0	4	4	8
OG0001806	0	1	7	8
OG0001807	0	4	4	8
OG0001808	0	3	5	8
OG0001809	0	1	7	8
OG0001810	0	6	2	8
OG0001811	0	5	3	8
OG0001812	0	5	3	8
OG0001813	0	2	6	8
OG0001814	0	7	1	8
OG0001815	0	2	6	8
OG0001816	0	1	7	8
OG0001817	0	2	6	8
OG0001818	0	5	3	8
OG0001819	0	5	3	8
OG0001820	0	8	0	8
OG0001821	0	7	1	8
OG0001822	0	8	0	8
OG0001823	0	7	1	8
OG0001824	0	4	4	8
OG0001825	0	3	5	8
OG0001826	0	7	1	8
OG0001827	0	3	5	8
OG0001828	0	6	2	8
OG0001829	0	7	1	8
OG0001830	0	1	7	8
OG0001831	0	2	6	8
OG0001832	0	7	1	8
OG0001833	0	3	5	8
OG0001834	0	8	0	8
OG0001835	0	6	2	8
OG0001836	0	7	1	8
OG0001837	0	8	0	8
OG0001838	0	8	0	8
OG0001839	0	7	1	8
OG0001840	0	7	1	8
OG0001841	0	7	1	8
OG0001842	0	8	0	8
OG0001843	0	1	7	8
OG0001844	0	4	4	8
OG0001845	0	2	6	8
OG0001846	0	5	3	8
OG0001847	0	7	1	8
OG0001848	0	8	0	8
OG0001849	0	8	0	8
OG0001850	0	7	1	8
OG0001851	0	7	1	8
OG0001852	0	7	1	8
OG0001853	0	8	0	8
OG0001854	0	8	0	8
OG0001855	0	6	2	8
OG0001856	0	8	0	8
OG0001857	0	8	0	8
OG0001858	0	5	3	8
OG0001859	0	6	2	8
OG0001860	0	5	3	8
OG0001861	0	8	0	8
OG0001862	0	4	4	8
OG0001863	0	7	1	8
OG0001864	0	7	1	8
OG0001865	0	2	6	8
OG0001866	0	6	2	8
OG0001867	0	2	6	8
OG0001868	0	2	6	8
OG0001869	0	8	0	8
OG0001870	0	6	2	8
OG0001871	0	7	1	8
OG0001872	0	1	7	8
OG0001873	0	7	1	8
OG0001874	0	4	4	8
OG0001875	0	3	5	8
OG0001876	0	3	5	8
OG0001877	0	5	3	8
OG0001878	0	7	1	8
OG0001879	0	1	7	8
OG0001880	0	5	3	8
OG0001881	0	4	4	8
OG0001882	0	8	0	8
OG0001883	0	7	1	8
OG0001884	0	8	0	8
OG0001885	0	6	2	8
OG0001886	0	1	7	8
OG0001887	0	6	2	8
OG0001888	0	2	6	8
OG0001889	0	6	2	8
OG0001890	0	5	3	8
OG0001891	0	4	4	8
OG0001892	0	2	6	8
OG0001893	0	1	7	8
OG0001894	0	1	7	8
OG0001895	0	1	7	8
OG0001896	0	8	0	8
OG0001897	0	3	5	8
OG0001898	0	3	5	8
OG0001899	0	8	0	8
OG0001900	0	7	1	8
OG0001901	0	5	3	8
OG0001902	0	4	4	8
OG0001903	0	5	3	8
OG0001904	0	4	4	8
OG0001905	0	3	5	8
OG0001906	0	7	1	8
OG0001907	0	8	0	8
OG0001908	0	7	1	8
OG0001909	0	7	1	8
OG0001910	0	3	5	8
OG0001911	0	7	1	8
OG0001912	0	4	4	8
OG0001913	0	5	3	8
OG0001914	0	7	1	8
OG0001915	0	4	4	8
OG0001916	0	6	2	8
OG0001917	0	1	7	8
OG0001918	0	2	6	8
OG0001919	0	4	4	8
OG0001920	0	4	4	8
OG0001921	0	2	6	8
OG0001922	0	6	2	8
OG0001923	0	4	4	8
OG0001924	0	6	2	8
OG0001925	0	5	3	8
OG0001926	0	4	4	8
OG0001927	0	8	0	8
OG0001928	0	3	5	8
OG0001929	0	4	4	8
OG0001930	0	3	5	8
OG0001931	0	6	2	8
OG0001932	0	5	3	8
OG0001933	0	4	4	8
OG0001934	0	7	1	8
OG0001935	0	5	3	8
OG0001936	0	7	1	8
OG0001937	0	4	4	8
OG0001938	0	3	5	8
OG0001939	0	2	6	8
OG0001940	0	8	0	8
OG0001941	0	4	4	8
OG0001942	0	2	6	8
OG0001943	0	5	3	8
OG0001944	0	6	2	8
OG0001945	0	6	2	8
OG0001946	0	2	6	8
OG0001947	0	4	4	8
OG0001948	0	1	7	8
OG0001949	0	4	4	8
OG0001950	0	2	6	8
OG0001951	0	1	7	8
OG0001952	0	1	7	8
OG0001953	0	4	4	8
OG0001954	0	6	2	8
OG0001955	0	6	2	8
OG0001956	0	3	5	8
OG0001957	0	2	6	8
OG0001958	0	4	4	8
OG0001959	0	6	2	8
OG0001960	0	5	3	8
OG0001961	0	6	2	8
OG0001962	0	6	2	8
OG0001963	0	7	1	8
OG0001964	0	6	2	8
OG0001965	0	2	6	8
